,County,State,lat,lng
1810,Howard County, Nebraska,39.29,-76.96
1811,Holt County, Nebraska,42.38,-98.66
1812,Furnas County, Nebraska,40.12,-99.99
1813,Gosper County, Nebraska,40.46,-99.81
1814,Saline County, Nebraska,34.57,-92.54
1815,Sarpy County, Nebraska,41.07,-96.2
1816,Thurston County, Nebraska,46.86,-122.77
1817,Washington County, Nebraska,45.55,-123.14
1818,Boyd County, Nebraska,38.38,-82.69
1819,Cherry County, Nebraska,42.47,-101.16
1820,Dodge County, Nebraska,43.4,-88.71
1821,Fillmore County, Nebraska,43.7,-92.07
1822,Cheshire County, New Hampshire,42.93,-72.24
1823,Merrimack County, New Hampshire,43.28,-71.67
1824,Grafton County, New Hampshire,43.91,-71.83
1825,Rockingham County, New Hampshire,38.58,-78.88
1826,Belknap County, New Hampshire,43.5,-71.41
1827,Sullivan County, New Hampshire,41.69,-74.78
1828,Hillsborough County, New Hampshire,27.99,-82.3
1829,Strafford County, New Hampshire,43.24,-71.02
1830,Coos County, New Hampshire,43.24,-124.11
1831,Carroll County, New Hampshire,39.54,-77.06
1832,Churchill County, Nevada,39.66,-118.49
1833,Douglas County, Nevada,39.26,-104.94
1834,Lander County, Nevada,40.05,-116.99
1835,Pershing County, Nevada,40.57,-118.49
1836,Esmeralda County, Nevada,37.79,-117.36
1837,Eureka County, Nevada,39.51,-115.96
1838,Humboldt County, Nevada,40.75,-123.87
1839,Mineral County, Nevada,37.66,-107.01
1840,White Pine County, Nevada,39.56,-114.52
1841,Elko County, Nevada,41.22,-115.28
1842,Lincoln County, Nevada,35.46,-81.21
1843,Nye County, Nevada,38.58,-116.04
1844,Storey County, Nevada,39.41,-119.56
1845,Washoe County, Nevada,40.56,-119.6
1846,Clark County, Nevada,36.08,-115.09
1847,Carson City, Nevada,39.16,-119.77
1848,Lyon County, Nevada,38.95,-119.14
1849,Monmouth County, New Jersey,40.26,-74.12
1850,Mercer County, New Jersey,40.3,-74.73
1851,Sussex County, New Jersey,38.65,-75.43
1852,Cumberland County, New Jersey,34.95,-78.75
1853,Somerset County, New Jersey,40.53,-74.64
1854,Essex County, New Jersey,40.79,-74.26
1855,Ocean County, New Jersey,39.97,-74.31
1856,Atlantic County, New Jersey,39.53,-74.69
1857,Gloucester County, New Jersey,39.71,-75.11
1858,Middlesex County, New Jersey,40.41,-74.36
1859,Salem County, New Jersey,39.58,-75.39
1860,Passaic County, New Jersey,41.12,-74.36
1861,Cape May County, New Jersey,39.11,-74.83
1862,Camden County, New Jersey,39.86,-75.01
1863,Bergen County, New Jersey,40.93,-74.08
1864,Union County, New Jersey,34.93,-80.54
1865,Warren County, New Jersey,39.42,-84.19
1866,Hudson County, New Jersey,40.75,-74.05
1867,Hunterdon County, New Jersey,40.57,-74.92
1868,Burlington County, New Jersey,39.86,-74.69
1869,Morris County, New Jersey,40.83,-74.55
1870,San Juan County, New Mexico,48.61,-122.96
1871,Quay County, New Mexico,34.96,-103.73
1872,Lincoln County, New Mexico,35.46,-81.21
1873,Chaves County, New Mexico,33.48,-104.47
1874,Lea County, New Mexico,32.9,-103.36
1875,Santa Fe County, New Mexico,35.37,-105.97
1876,Union County, New Mexico,34.93,-80.54
1877,Sierra County, New Mexico,39.55,-120.25
1878,Socorro County, New Mexico,33.88,-106.72
1879,Roosevelt County, New Mexico,33.95,-103.36
1880,Los Alamos County, New Mexico,35.85,-106.32
1881,Rio Arriba County, New Mexico,36.62,-106.72
1882,San Miguel County, New Mexico,37.98,-108.14
1883,Otero County, New Mexico,32.63,-105.59
1884,Valencia County, New Mexico,34.67,-106.63
1885,Torrance County, New Mexico,34.68,-105.97
1886,Bernalillo County, New Mexico,35.02,-106.63
1887,Cibola County, New Mexico,35.09,-107.86
1888,De Baca County, New Mexico,34.27,-104.38
1889,Guadalupe County, New Mexico,29.65,-97.87
1890,Catron County, New Mexico,34.15,-108.43
1891,Hidalgo County, New Mexico,26.47,-98.22
1892,Luna County, New Mexico,32.33,-107.86
1893,McKinley County, New Mexico,35.72,-108.24
1894,Sandoval County, New Mexico,35.6,-106.72
1895,Taos County, New Mexico,36.44,-105.59
1896,Grant County, New Mexico,47.2,-119.37
1897,Curry County, New Mexico,42.54,-124.28
1898,Colfax County, New Mexico,36.58,-104.47
1899,Eddy County, New Mexico,32.42,-104.47
1900,Harding County, New Mexico,35.89,-103.82
1901,Mora County, New Mexico,35.97,-105.33
1902,Schoharie County, New York,42.66,-74.5
1903,Bronx County, New York,40.84,-73.86
1904,Onondaga County, New York,43.03,-76.18
1905,Fulton County, New York,33.8,-84.4
1906,Clinton County, New York,42.97,-84.52
1907,Seneca County, New York,42.77,-76.87
1908,Rensselaer County, New York,42.67,-73.56
1909,Putnam County, New York,41.44,-73.79
1910,Franklin County, New York,40.02,-82.99
1911,Herkimer County, New York,43.16,-74.87
1912,Ontario County, New York,42.85,-77.29
1913,Queens County, New York,40.73,-73.79
1914,Steuben County, New York,42.32,-77.38
1915,Hamilton County, New York,39.24,-84.56
1916,Washington County, New York,45.55,-123.14
1917,Chautauqua County, New York,42.23,-79.56
1918,Kings County, New York,36.1,-119.88
1919,Tioga County, New York,42.13,-76.36
1920,Cayuga County, New York,42.77,-76.55
1921,Orleans County, New York,43.41,-78.2
1922,Saratoga County, New York,43.03,-73.94
1923,Rockland County, New York,41.15,-73.98
1924,Columbia County, New York,33.51,-82.26
1925,Lewis County, New York,46.62,-122.46
1926,Niagara County, New York,43.31,-78.75
1927,Westchester County, New York,41.12,-73.79
1928,Delaware County, New York,39.91,-75.39
1929,Essex County, New York,40.79,-74.26
1930,Montgomery County, New York,39.15,-77.24
1931,Nassau County, New York,40.65,-73.56
1932,Richmond County, New York,33.32,-82.08
1933,St. Lawrence County, New York,44.45,-74.93
1934,Schuyler County, New York,42.38,-76.87
1935,Tompkins County, New York,42.46,-76.55
1936,Warren County, New York,39.42,-84.19
1937,Chenango County, New York,42.5,-75.62
1938,Cortland County, New York,42.54,-75.99
1939,Dutchess County, New York,41.78,-73.75
1940,Jefferson County, New York,39.58,-105.27
1941,Monroe County, New York,43.28,-77.75
1942,Oneida County, New York,43.24,-75.43
1943,Suffolk County, New York,40.98,-72.62
1944,Ulster County, New York,41.86,-74.31
1945,Wyoming County, New York,42.64,-78.2
1946,Chemung County, New York,42.14,-76.78
1947,Livingston County, New York,42.62,-83.85
1948,Oswego County, New York,43.48,-76.18
1949,Otsego County, New York,42.58,-75.06
1950,Greene County, New York,39.7,-83.89
1951,Wayne County, New York,42.28,-83.34
1952,Albany County, New York,42.58,-73.94
1953,Allegany County, New York,42.31,-78.02
1954,Broome County, New York,42.18,-75.85
1955,Cattaraugus County, New York,42.23,-78.75
1956,Erie County, New York,42.9,-78.87
1957,Madison County, New York,38.9,-89.93
1958,Schenectady County, New York,42.85,-73.98
1959,Sullivan County, New York,41.69,-74.78
1960,Genesee County, New York,43.08,-83.68
1961,Yates County, New York,42.64,-77.15
1962,Orange County, New York,33.72,-117.83
1963,Scotland County, North Carolina,34.85,-79.47
1964,Watauga County, North Carolina,36.19,-81.73
1965,Halifax County, North Carolina,36.26,-77.61
1966,Alamance County, North Carolina,36.01,-79.43
1967,Tyrrell County, North Carolina,35.89,-76.18
1968,Greene County, North Carolina,39.7,-83.89
1969,Haywood County, North Carolina,35.62,-82.99
1970,Mitchell County, North Carolina,36.03,-82.15
1971,Chowan County, North Carolina,36.14,-76.62
1972,Alleghany County, North Carolina,37.85,-80.05
1973,Caldwell County, North Carolina,35.92,-81.56
1974,Catawba County, North Carolina,35.68,-81.25
1975,Cleveland County, North Carolina,35.36,-81.6
1976,Craven County, North Carolina,35.09,-77.06
1977,Edgecombe County, North Carolina,35.88,-77.65
1978,Granville County, North Carolina,36.28,-78.61
1979,Harnett County, North Carolina,35.36,-78.88
1980,Hoke County, North Carolina,35.04,-79.25
1981,Henderson County, North Carolina,35.37,-82.43
1982,Hyde County, North Carolina,35.38,-76.18
1983,Iredell County, North Carolina,35.83,-80.9
1984,Mecklenburg County, North Carolina,35.26,-80.85
1985,Northampton County, North Carolina,40.77,-75.29
1986,Pitt County, North Carolina,35.56,-77.42
1987,Rowan County, North Carolina,35.63,-80.54
1988,Vance County, North Carolina,36.35,-78.43
1989,Cherokee County, North Carolina,34.25,-84.48
1990,Currituck County, North Carolina,36.42,-75.95
1991,Union County, North Carolina,34.93,-80.54
1992,Wilkes County, North Carolina,36.2,-81.25
1993,Forsyth County, North Carolina,34.24,-84.14
1994,Nash County, North Carolina,35.96,-77.97
1995,Alexander County, North Carolina,35.9,-81.21
1996,Bladen County, North Carolina,34.59,-78.57
1997,Dare County, North Carolina,35.65,-75.62
1998,Carteret County, North Carolina,34.9,-76.55
1999,Warren County, North Carolina,39.42,-84.19
2000,Wilson County, North Carolina,35.69,-77.88
2001,Bertie County, North Carolina,36.02,-76.96
2002,Gates County, North Carolina,36.42,-76.69
2003,Graham County, North Carolina,33.08,-109.76
2004,Martin County, North Carolina,27.08,-80.41
2005,Madison County, North Carolina,38.9,-89.93
2006,Pamlico County, North Carolina,35.13,-76.69
2007,Perquimans County, North Carolina,36.13,-76.41
2008,Polk County, North Carolina,27.86,-81.69
2009,Randolph County, North Carolina,35.74,-79.83
2010,Rockingham County, North Carolina,38.58,-78.88
2011,Stokes County, North Carolina,36.42,-80.23
2012,Washington County, North Carolina,45.55,-123.14
2013,Camden County, North Carolina,39.86,-75.01
2014,Clay County, North Carolina,29.99,-81.78
2015,Cumberland County, North Carolina,34.95,-78.75
2016,Gaston County, North Carolina,35.29,-81.21
2017,Guilford County, North Carolina,36.09,-79.83
2018,Jackson County, North Carolina,38.99,-94.32
2019,Moore County, North Carolina,35.37,-79.47
2020,Pasquotank County, North Carolina,36.29,-76.32
2021,Robeson County, North Carolina,34.64,-79.11
2022,Stanly County, North Carolina,35.3,-80.23
2023,Swain County, North Carolina,35.43,-83.46
2024,Wake County, North Carolina,35.8,-78.57
2025,Yancey County, North Carolina,35.89,-82.35
2026,Anson County, North Carolina,34.91,-80.19
2027,Chatham County, North Carolina,32.0,-81.12
2028,McDowell County, North Carolina,35.7,-82.08
2029,Franklin County, North Carolina,40.02,-82.99
2030,Johnston County, North Carolina,35.44,-78.38
2031,Jones County, North Carolina,31.53,-89.17
2032,Macon County, North Carolina,35.12,-83.34
2033,Person County, North Carolina,36.35,-78.93
2034,Brunswick County, North Carolina,34.03,-78.2
2035,Transylvania County, North Carolina,35.22,-82.78
2036,Ashe County, North Carolina,36.43,-81.47
2037,Beaufort County, North Carolina,32.29,-80.72
2038,Columbus County, North Carolina,34.25,-78.75
2039,Lenoir County, North Carolina,35.23,-77.61
2040,Lincoln County, North Carolina,35.46,-81.21
2041,Montgomery County, North Carolina,39.15,-77.24
2042,Onslow County, North Carolina,34.65,-77.47
2043,Orange County, North Carolina,33.72,-117.83
2044,Richmond County, North Carolina,33.32,-82.08
2045,Rutherford County, North Carolina,35.77,-86.34
2046,Sampson County, North Carolina,34.92,-78.38
2047,Surry County, North Carolina,36.37,-80.68
2048,Yadkin County, North Carolina,36.2,-80.68
2049,Avery County, North Carolina,36.12,-81.91
2050,Buncombe County, North Carolina,35.59,-82.48
2051,Burke County, North Carolina,35.76,-81.73
2052,Cabarrus County, North Carolina,35.42,-80.59
2053,Caswell County, North Carolina,36.39,-79.29
2054,Davie County, North Carolina,35.94,-80.59
2055,Davidson County, North Carolina,35.77,-80.19
2056,Duplin County, North Carolina,34.88,-78.02
2057,Durham County, North Carolina,36.02,-78.9
2058,Hertford County, North Carolina,36.38,-77.06
2059,Lee County, North Carolina,26.66,-81.95
2060,New Hanover County, North Carolina,34.22,-77.88
2061,Pender County, North Carolina,34.52,-77.84
2062,Wayne County, North Carolina,42.28,-83.34
2063,Burke County, North Dakota,35.76,-81.73
2064,Mountrail County, North Dakota,48.22,-102.33
2065,Traill County, North Dakota,47.46,-97.13
2066,Williams County, North Dakota,48.43,-103.29
2067,Billings County, North Dakota,47.06,-103.39
2068,Dickey County, North Dakota,46.13,-98.46
2069,Kidder County, North Dakota,46.88,-99.75
2070,Cavalier County, North Dakota,48.81,-98.48
2071,Ward County, North Dakota,48.21,-101.58
2072,Grant County, North Dakota,47.2,-119.37
2073,McHenry County, North Dakota,42.3,-88.4
2074,Pembina County, North Dakota,48.72,-97.45
2075,Steele County, North Dakota,43.98,-93.18
2076,Benson County, North Dakota,48.09,-99.46
2077,Hettinger County, North Dakota,46.38,-102.46
2078,LaMoure County, North Dakota,46.43,-98.55
2079,Morton County, North Dakota,46.67,-101.16
2080,Cass County, North Dakota,47.21,-94.23
2081,Dunn County, North Dakota,44.91,-91.91
2082,Emmons County, North Dakota,46.21,-100.3
2083,McIntosh County, North Dakota,31.47,-81.38
2084,Nelson County, North Dakota,37.75,-78.88
2085,Richland County, North Dakota,34.04,-80.94
2086,Rolette County, North Dakota,48.7,-99.88
2087,Walsh County, North Dakota,48.38,-97.75
2088,Adams County, North Dakota,39.84,-104.19
2089,Bottineau County, North Dakota,48.78,-100.75
2090,Barnes County, North Dakota,46.93,-98.12
2091,Eddy County, North Dakota,32.42,-104.47
2092,Grand Forks County, North Dakota,48.0,-97.36
2093,McKenzie County, North Dakota,47.77,-103.41
2094,Mercer County, North Dakota,40.3,-74.73
2095,McLean County, North Dakota,40.55,-88.86
2096,Pierce County, North Dakota,47.07,-122.13
2097,Ransom County, North Dakota,46.49,-97.63
2098,Renville County, North Dakota,44.67,-94.98
2099,Sioux County, North Dakota,43.09,-96.15
2100,Bowman County, North Dakota,46.09,-103.56
2101,Burleigh County, North Dakota,47.04,-100.5
2102,Golden Valley County, North Dakota,46.37,-109.17
2103,Logan County, North Dakota,40.39,-83.85
2104,Oliver County, North Dakota,47.12,-101.34
2105,Towner County, North Dakota,48.75,-99.28
2106,Stutsman County, North Dakota,46.94,-98.99
2107,Ramsey County, North Dakota,45.0,-93.06
2108,Divide County, North Dakota,48.81,-103.58
2109,Foster County, North Dakota,47.5,-98.87
2110,Griggs County, North Dakota,47.39,-98.26
2111,Sargent County, North Dakota,46.11,-97.62
2112,Sheridan County, North Dakota,44.79,-106.93
2113,Slope County, North Dakota,46.41,-103.5
2114,Stark County, North Dakota,40.87,-81.25
2115,Wells County, North Dakota,40.78,-85.19
2116,Gallia County, Ohio,38.86,-82.35
2117,Huron County, Ohio,43.95,-82.82
2118,Mahoning County, Ohio,40.99,-80.72
2119,Athens County, Ohio,39.3,-82.13
2120,Adams County, Ohio,39.84,-104.19
2121,Scioto County, Ohio,38.86,-82.99
2122,Medina County, Ohio,41.08,-81.95
2123,Meigs County, Ohio,39.09,-82.0
2124,Union County, Ohio,34.93,-80.54
2125,Champaign County, Ohio,40.21,-88.25
2126,Pike County, Ohio,41.34,-75.06
2127,Paulding County, Ohio,33.91,-84.9
2128,Greene County, Ohio,39.7,-83.89
2129,Hamilton County, Ohio,39.24,-84.56
2130,Franklin County, Ohio,40.02,-82.99
2131,Lawrence County, Ohio,40.96,-80.37
2132,Marion County, Ohio,44.84,-122.59
2133,Morgan County, Ohio,41.06,-111.62
2134,Tuscarawas County, Ohio,40.4,-81.43
2135,Wayne County, Ohio,42.28,-83.34
2136,Wyandot County, Ohio,40.85,-83.34
2137,Brown County, Ohio,44.46,-87.93
2138,Butler County, Ohio,39.44,-84.52
2139,Erie County, Ohio,42.9,-78.87
2140,Harrison County, Ohio,30.43,-89.02
2141,Knox County, Ohio,35.99,-83.94
2142,Licking County, Ohio,40.15,-82.48
2143,Richland County, Ohio,34.04,-80.94
2144,Vinton County, Ohio,39.29,-82.52
2145,Carroll County, Ohio,39.54,-77.06
2146,Hancock County, Ohio,39.82,-85.85
2147,Clermont County, Ohio,39.09,-84.19
2148,Fairfield County, Ohio,39.83,-82.65
2149,Defiance County, Ohio,41.35,-84.48
2150,Highland County, Ohio,39.22,-83.51
2151,Henry County, Ohio,33.43,-84.14
2152,Jefferson County, Ohio,39.58,-105.27
2153,Portage County, Ohio,41.19,-81.25
2154,Putnam County, Ohio,41.44,-73.79
2155,Belmont County, Ohio,40.03,-80.9
2156,Clinton County, Ohio,42.97,-84.52
2157,Fayette County, Ohio,33.45,-84.48
2158,Perry County, Ohio,40.37,-77.24
2159,Pickaway County, Ohio,39.69,-82.99
2160,Logan County, Ohio,40.39,-83.85
2161,Madison County, Ohio,38.9,-89.93
2162,Summit County, Ohio,41.09,-81.56
2163,Muskingum County, Ohio,39.95,-81.95
2164,Sandusky County, Ohio,41.36,-83.12
2165,Shelby County, Ohio,35.13,-89.93
2166,Van Wert County, Ohio,40.87,-84.56
2167,Washington County, Ohio,45.55,-123.14
2168,Williams County, Ohio,48.43,-103.29
2169,Auglaize County, Ohio,40.58,-84.35
2170,Columbiana County, Ohio,40.79,-80.77
2171,Darke County, Ohio,40.11,-84.69
2172,Ottawa County, Ohio,42.95,-86.09
2173,Fulton County, Ohio,33.8,-84.4
2174,Hardin County, Ohio,30.36,-94.32
2175,Jackson County, Ohio,38.99,-94.32
2176,Lucas County, Ohio,41.69,-83.38
2177,Morrow County, Ohio,40.53,-82.8
2178,Noble County, Ohio,41.43,-85.35
2179,Preble County, Ohio,39.78,-84.69
2180,Seneca County, Ohio,42.77,-76.87
2181,Stark County, Ohio,40.87,-81.25
2182,Allen County, Ohio,41.09,-85.02
2183,Coshocton County, Ohio,40.27,-81.95
2184,Crawford County, Ohio,41.67,-80.28
2185,Delaware County, Ohio,39.91,-75.39
2186,Geauga County, Ohio,41.46,-81.21
2187,Guernsey County, Ohio,40.07,-81.43
2188,Hocking County, Ohio,39.49,-82.48
2189,Lake County, Ohio,42.37,-87.83
2190,Mercer County, Ohio,40.3,-74.73
2191,Ross County, Ohio,39.36,-82.99
2192,Clark County, Ohio,36.08,-115.09
2193,Cuyahoga County, Ohio,41.43,-81.68
2194,Holmes County, Ohio,40.55,-81.91
2195,Lorain County, Ohio,41.41,-82.13
2196,Miami County, Ohio,40.08,-84.19
2197,Monroe County, Ohio,43.28,-77.75
2198,Montgomery County, Ohio,39.15,-77.24
2199,Trumbull County, Ohio,41.31,-80.72
2200,Warren County, Ohio,39.42,-84.19
2201,Wood County, Ohio,44.47,-90.07
2202,Ashland County, Ohio,40.94,-82.3
2203,Ashtabula County, Ohio,41.94,-80.72
2204,Adair County, Oklahoma,37.08,-85.31
2205,Seminole County, Oklahoma,28.71,-81.21
2206,Stephens County, Oklahoma,34.55,-83.29
2207,Cimarron County, Oklahoma,36.79,-102.62
2208,Blaine County, Oklahoma,43.47,-113.97
2209,Carter County, Oklahoma,36.26,-82.13
2210,Coal County, Oklahoma,34.57,-96.28
2211,Grant County, Oklahoma,47.2,-119.37
2212,Greer County, Oklahoma,34.93,-99.46
2213,Kingfisher County, Oklahoma,35.92,-97.87
2214,McClain County, Oklahoma,35.03,-97.48
2215,McIntosh County, Oklahoma,31.47,-81.38
2216,Marshall County, Oklahoma,34.37,-86.34
2217,Murray County, Oklahoma,34.79,-84.73
2218,Noble County, Oklahoma,41.43,-85.35
2219,Nowata County, Oklahoma,36.73,-95.65
2220,Ottawa County, Oklahoma,42.95,-86.09
2221,Rogers County, Oklahoma,36.39,-95.65
2222,Sequoyah County, Oklahoma,35.52,-94.77
2223,Wagoner County, Oklahoma,35.92,-95.52
2224,Alfalfa County, Oklahoma,36.74,-98.4
2225,Woods County, Oklahoma,36.72,-98.75
2226,Caddo County, Oklahoma,35.11,-98.31
2227,Cleveland County, Oklahoma,35.36,-81.6
2228,Muskogee County, Oklahoma,35.71,-95.31
2229,Okfuskee County, Oklahoma,35.49,-96.32
2230,Atoka County, Oklahoma,34.45,-95.98
2231,Bryan County, Oklahoma,32.02,-81.47
2232,Dewey County, Oklahoma,36.02,-98.92
2233,Harper County, Oklahoma,37.11,-98.05
2234,Kay County, Oklahoma,36.82,-97.18
2235,Logan County, Oklahoma,40.39,-83.85
2236,Craig County, Oklahoma,37.45,-80.23
2237,Tulsa County, Oklahoma,36.16,-95.94
2238,Washington County, Oklahoma,45.55,-123.14
2239,Canadian County, Oklahoma,35.56,-98.05
2240,Harmon County, Oklahoma,34.73,-99.81
2241,Haskell County, Oklahoma,33.14,-99.81
2242,Latimer County, Oklahoma,34.84,-95.31
2243,Okmulgee County, Oklahoma,35.68,-95.98
2244,Osage County, Oklahoma,36.62,-96.24
2245,Jefferson County, Oklahoma,39.58,-105.27
2246,Pushmataha County, Oklahoma,34.48,-95.31
2247,Garfield County, Oklahoma,39.66,-107.76
2248,Garvin County, Oklahoma,34.73,-97.35
2249,Johnston County, Oklahoma,35.44,-78.38
2250,Pittsburg County, Oklahoma,34.99,-95.81
2251,Pontotoc County, Oklahoma,34.77,-96.66
2252,Roger Mills County, Oklahoma,35.62,-99.63
2253,Woodward County, Oklahoma,36.41,-99.37
2254,Cherokee County, Oklahoma,34.25,-84.48
2255,Delaware County, Oklahoma,39.91,-75.39
2256,Ellis County, Oklahoma,32.26,-96.84
2257,Grady County, Oklahoma,35.05,-97.87
2258,Payne County, Oklahoma,36.14,-97.01
2259,Pottawatomie County, Oklahoma,39.4,-96.32
2260,Creek County, Oklahoma,35.84,-96.32
2261,Tillman County, Oklahoma,34.45,-98.92
2262,Washita County, Oklahoma,35.32,-98.92
2263,Cotton County, Oklahoma,34.31,-98.4
2264,Kiowa County, Oklahoma,37.53,-99.28
2265,Le Flore County, Oklahoma,34.86,-94.65
2266,McCurtain County, Oklahoma,34.15,-94.81
2267,Major County, Oklahoma,36.35,-98.53
2268,Mayes County, Oklahoma,36.23,-95.31
2269,Oklahoma County, Oklahoma,35.6,-97.35
2270,Custer County, Oklahoma,38.06,-105.31
2271,Beaver County, Oklahoma,40.64,-80.37
2272,Love County, Oklahoma,33.99,-97.22
2273,Beckham County, Oklahoma,35.27,-99.63
2274,Hughes County, Oklahoma,44.35,-99.81
2275,Choctaw County, Oklahoma,33.99,-95.52
2276,Jackson County, Oklahoma,38.99,-94.32
2277,Comanche County, Oklahoma,34.66,-98.4
2278,Lincoln County, Oklahoma,35.46,-81.21
2279,Pawnee County, Oklahoma,38.2,-99.28
2280,Marion County, Oregon,44.84,-122.59
2281,Jackson County, Oregon,38.99,-94.32
2282,Douglas County, Oregon,39.26,-104.94
2283,Grant County, Oregon,47.2,-119.37
2284,Jefferson County, Oregon,39.58,-105.27
2285,Polk County, Oregon,27.86,-81.69
2286,Clackamas County, Oregon,45.2,-122.12
2287,Deschutes County, Oregon,43.83,-121.26
2288,Linn County, Oregon,42.07,-91.68
2289,Tillamook County, Oregon,45.53,-123.71
2290,Yamhill County, Oregon,45.18,-123.24
2291,Baker County, Oregon,44.77,-117.68
2292,Josephine County, Oregon,42.34,-123.46
2293,Klamath County, Oregon,42.7,-121.61
2294,Umatilla County, Oregon,45.78,-118.76
2295,Lincoln County, Oregon,35.46,-81.21
2296,Benton County, Oregon,46.32,-119.5
2297,Columbia County, Oregon,33.51,-82.26
2298,Crook County, Oregon,44.1,-120.1
2299,Sherman County, Oregon,45.41,-120.75
2300,Wasco County, Oregon,45.06,-121.24
2301,Harney County, Oregon,43.14,-119.01
2302,Lane County, Oregon,43.96,-122.66
2303,Malheur County, Oregon,43.22,-117.58
2304,Wallowa County, Oregon,45.59,-116.97
2305,Washington County, Oregon,45.55,-123.14
2306,Wheeler County, Oregon,44.67,-120.08
2307,Morrow County, Oregon,40.53,-82.8
2308,Clatsop County, Oregon,46.02,-123.77
2309,Coos County, Oregon,43.24,-124.11
2310,Curry County, Oregon,42.54,-124.28
2311,Gilliam County, Oregon,45.46,-120.18
2312,Hood River County, Oregon,45.56,-121.64
2313,Lake County, Oregon,42.37,-87.83
2314,Multnomah County, Oregon,45.51,-122.59
2315,Union County, Oregon,34.93,-80.54
2316,Newport County, Rhode Island,41.5,-71.24
2317,Kent County, Rhode Island,43.01,-85.52
2318,Providence County, Rhode Island,41.89,-71.48
2319,Bristol County, Rhode Island,41.79,-71.14
2320,Washington County, Rhode Island,45.55,-123.14
2321,Delaware County, Pennsylvania,39.91,-75.39
2322,Franklin County, Pennsylvania,40.02,-82.99
2323,Union County, Pennsylvania,34.93,-80.54
2324,Wayne County, Pennsylvania,42.28,-83.34
2325,Bedford County, Pennsylvania,37.25,-79.47
2326,Dauphin County, Pennsylvania,40.27,-76.73
2327,Forest County, Pennsylvania,45.67,-88.84
2328,Somerset County, Pennsylvania,40.53,-74.64
2329,Monroe County, Pennsylvania,43.28,-77.75
2330,Philadelphia County, Pennsylvania,39.95,-75.17
2331,York County, Pennsylvania,34.99,-81.25
2332,Westmoreland County, Pennsylvania,40.24,-79.47
2333,Blair County, Pennsylvania,40.45,-78.38
2334,Bradford County, Pennsylvania,29.97,-82.17
2335,Cambria County, Pennsylvania,40.49,-78.75
2336,Chester County, Pennsylvania,40.0,-75.81
2337,Berks County, Pennsylvania,40.35,-75.99
2338,Huntingdon County, Pennsylvania,40.42,-78.02
2339,Indiana County, Pennsylvania,40.69,-79.11
2340,Lawrence County, Pennsylvania,40.96,-80.37
2341,Mifflin County, Pennsylvania,40.65,-77.61
2342,Washington County, Pennsylvania,45.55,-123.14
2343,Cumberland County, Pennsylvania,34.95,-78.75
2344,Allegheny County, Pennsylvania,40.45,-80.01
2345,Pike County, Pennsylvania,41.34,-75.06
2346,Snyder County, Pennsylvania,40.75,-77.06
2347,Susquehanna County, Pennsylvania,41.75,-75.81
2348,Crawford County, Pennsylvania,41.67,-80.28
2349,Erie County, Pennsylvania,42.9,-78.87
2350,Fulton County, Pennsylvania,33.8,-84.4
2351,Juniata County, Pennsylvania,40.55,-77.42
2352,Schuylkill County, Pennsylvania,40.69,-76.18
2353,Wyoming County, Pennsylvania,42.64,-78.2
2354,Adams County, Pennsylvania,39.84,-104.19
2355,Armstrong County, Pennsylvania,40.88,-79.47
2356,Clinton County, Pennsylvania,42.97,-84.52
2357,Carbon County, Pennsylvania,40.9,-75.67
2358,Centre County, Pennsylvania,40.88,-77.84
2359,Northumberland County, Pennsylvania,40.87,-76.69
2360,Northampton County, Pennsylvania,40.77,-75.29
2361,Cameron County, Pennsylvania,26.13,-97.52
2362,Venango County, Pennsylvania,41.39,-79.83
2363,Beaver County, Pennsylvania,40.64,-80.37
2364,Bucks County, Pennsylvania,40.41,-75.25
2365,Lackawanna County, Pennsylvania,41.44,-75.57
2366,Lehigh County, Pennsylvania,40.65,-75.57
2367,McKean County, Pennsylvania,41.81,-78.48
2368,Fayette County, Pennsylvania,33.45,-84.48
2369,Clarion County, Pennsylvania,41.2,-79.47
2370,Montgomery County, Pennsylvania,39.15,-77.24
2371,Clearfield County, Pennsylvania,40.95,-78.57
2372,Greene County, Pennsylvania,39.7,-83.89
2373,Lebanon County, Pennsylvania,40.37,-76.5
2374,Lycoming County, Pennsylvania,41.27,-77.1
2375,Luzerne County, Pennsylvania,41.14,-75.99
2376,Montour County, Pennsylvania,41.03,-76.69
2377,Warren County, Pennsylvania,39.42,-84.19
2378,Columbia County, Pennsylvania,33.51,-82.26
2379,Butler County, Pennsylvania,39.44,-84.52
2380,Elk County, Pennsylvania,41.43,-78.57
2381,Jefferson County, Pennsylvania,39.58,-105.27
2382,Lancaster County, Pennsylvania,40.05,-76.18
2383,Mercer County, Pennsylvania,40.3,-74.73
2384,Perry County, Pennsylvania,40.37,-77.24
2385,Potter County, Pennsylvania,35.4,-101.98
2386,Sullivan County, Pennsylvania,41.69,-74.78
2387,Tioga County, Pennsylvania,42.13,-76.36
2388,Aiken County, South Carolina,33.6,-81.6
2389,Allendale County, South Carolina,33.01,-81.38
2390,Newberry County, South Carolina,34.31,-81.6
2391,Edgefield County, South Carolina,33.8,-81.95
2392,Chester County, South Carolina,40.0,-75.81
2393,Clarendon County, South Carolina,33.67,-80.19
2394,Colleton County, South Carolina,32.82,-80.72
2395,Marion County, South Carolina,44.84,-122.59
