County,State,lat,lng,Unnamed: 0,Temp
Saluda County, South Carolina,34.008713,-81.734942,2421,78.8
Richland County, South Carolina,34.0412165,-80.9428911,2422,68
Fairfield County, South Carolina,39.830506,-82.6483442,2423,51.8
Hampton County, South Carolina,32.8084577,-81.1196075,2424,78.8
Greenville County, South Carolina,34.9297484,-82.345189,2425,48.99
Lancaster County, South Carolina,40.0466571,-76.1783739,2426,46.99
Dorchester County, South Carolina,33.1680383,-80.543845,2427,73.99
Florence County, South Carolina,33.9828684,-79.6502105,2428,66.2
Laurens County, South Carolina,34.5203466,-82.12784,2429,52
McCormick County, South Carolina,33.8655162,-82.2583297,2430,78.8
Pickens County, South Carolina,34.9046217,-82.6483442,2431,50
Union County, South Carolina,34.9338651,-80.543845,2432,51.01
Williamsburg County, South Carolina,33.6293606,-79.6502105,2433,66.2
Aurora County, South Dakota,39.7294319,-104.8319195,2434,52
Grant County, South Dakota,47.1981147,-119.3732456,2435,37.4
Tripp County, South Dakota,43.2236446,-99.7232673,2436,28.4
Jackson County, South Dakota,38.9914998,-94.315422,2437,51.01
Minnehaha County, South Dakota,43.6631787,-96.8350999,2438,34
Custer County, South Dakota,38.0615578,-105.3131185,2439,59
Hyde County, South Dakota,35.3777712,-76.1783739,2440,52
Clark County, South Dakota,36.0795613,-115.094045,2441,60.01
Faulk County, South Dakota,45.0827008,-99.1531325,2442,27
Hutchinson County, South Dakota,35.8031909,-101.4339148,2443,70
Kingsbury County, South Dakota,44.3777311,-97.5247243,2444,33.8
Walworth County, South Dakota,42.6202834,-88.556531,2445,36
Buffalo County, South Dakota,44.3102354,-91.7538817,2446,37.4
Clay County, South Dakota,29.9943564,-81.7787021,2447,82.4
Day County, South Dakota,45.4167482,-97.7023716,2448,32
Dewey County, South Dakota,36.017265,-98.9245343,2449,69.8
Douglas County, South Dakota,39.2587106,-104.9388853,2450,52
Harding County, South Dakota,35.8925537,-103.8216261,2451,63
Hughes County, South Dakota,44.3535022,-99.8124935,2452,28.99
McPherson County, South Dakota,38.3164433,-97.6982272,2453,52
Roberts County, South Dakota,35.8540979,-100.8903099,2454,70
Sanborn County, South Dakota,44.0403291,-98.0465185,2455,30.2
Sully County, South Dakota,44.7797647,-100.0681792,2456,28.99
Lincoln County, South Dakota,35.4637028,-81.2078164,2457,48.2
Hand County, South Dakota,44.494661,-99.0128926,2458,28.4
Lake County, South Dakota,28.702847,-81.7787021,2459,82.99
Lawrence County, South Dakota,40.957855,-80.365865,2460,48
Yankton County, South Dakota,43.016179,-97.3516558,2461,33.8
Codington County, South Dakota,44.9953593,-97.2348746,2462,32
Beadle County, South Dakota,44.4797351,-98.2212979,2463,28.4
Butte County, South Dakota,39.6253952,-121.5370003,2464,52
Corson County, South Dakota,45.7623333,-101.690976,2465,26.01
Davison County, South Dakota,43.7242124,-98.2212979,2466,30.2
Edmunds County, South Dakota,45.458626,-99.181873,2467,27
Campbell County, South Dakota,37.221014,-79.1096901,2468,39.99
Jerauld County, South Dakota,44.0364698,-98.6160674,2469,30.2
Bennett County, South Dakota,43.1223577,-101.6157773,2470,30.2
Haakon County, South Dakota,44.2671365,-101.5248055,2471,30.2
Stanley County, South Dakota,44.3386264,-100.8000051,2472,28.99
Jones County, South Dakota,31.5343241,-89.1705998,2473,77
Meade County, South Dakota,44.4415188,-102.6855069,2474,35.01
Potter County, South Dakota,35.404373,-101.9804613,2475,70
Turner County, South Dakota,31.6976531,-83.634843,2476,78.8
Brown County, South Dakota,44.4561674,-87.9334803,2477,37
Charles Mix County, South Dakota,43.0985109,-98.3964938,2478,26.01
Hanson County, South Dakota,43.6082107,-97.6982272,2479,32
McCook County, South Dakota,43.6310744,-97.3516558,2480,34
Marshall County, South Dakota,34.3652297,-86.3376761,2481,69.01
Mellette County, South Dakota,43.5169738,-100.7097867,2482,29.51
Moody County, South Dakota,43.9779303,-96.663812,2483,34
Perkins County, South Dakota,40.7922353,-101.4339148,2484,41
Pennington County, South Dakota,43.8901111,-102.2547919,2485,33.01
Todd County, South Dakota,46.0307728,-94.8315488,2486,37.4
Union County, South Dakota,34.9338651,-80.543845,2487,51.01
Miner County, South Dakota,44.0643951,-97.6982272,2488,33.01
Lyman County, South Dakota,43.9016694,-99.8124935,2489,28.99
Ziebach County, South Dakota,44.8481045,-101.702202,2490,26.6
Deuel County, South Dakota,41.1401755,-102.3005803,2491,35.6
Spink County, South Dakota,44.844023,-98.3516918,2492,32
Bon Homme County, South Dakota,42.9814835,-97.87216,2493,33.8
Brule County, South Dakota,43.6572515,-99.1013498,2494,28.4
Brookings County, South Dakota,44.4211592,-96.8350999,2495,35.6
Fall River County, South Dakota,43.2240279,-103.4511768,2496,32
Gregory County, South Dakota,43.1983133,-99.1013498,2497,28.4
Hamlin County, South Dakota,44.6998712,-97.179026,2498,33.8
Carroll County, Tennessee,39.5423418,-77.0564464,2499,41
Chester County, Tennessee,40.0010204,-75.8069082,2500,46.99
Decatur County, Tennessee,39.3176186,-85.520024,2501,45
Davidson County, Tennessee,35.7748479,-80.1875065,2502,46.99
Jackson County, Tennessee,38.9914998,-94.315422,2503,51.01
McNairy County, Tennessee,35.1183208,-88.556531,2504,69.01
Perry County, Tennessee,40.371376,-77.2405153,2505,44.6
Roane County, Tennessee,35.836117,-84.564147,2506,66
Bradley County, Tennessee,35.1937778,-84.8567932,2507,66
Meigs County, Tennessee,39.0874307,-81.9971108,2508,55.99
Hamblen County, Tennessee,36.2054334,-83.2934086,2509,64.99
Haywood County, Tennessee,35.624394,-82.9931607,2510,64.99
Houston County, Tennessee,32.4219655,-83.634843,2511,78.01
Maury County, Tennessee,35.6195242,-87.1422895,2512,64.99
Union County, Tennessee,34.9338651,-80.543845,2513,51.01
Hardin County, Tennessee,30.364764,-94.315422,2514,80.6
Montgomery County, Tennessee,39.1547426,-77.2405153,2515,42.01
Dickson County, Tennessee,36.1459799,-87.3016132,2516,66
Morgan County, Tennessee,41.0576176,-111.6183755,2517,44.01
Grundy County, Tennessee,41.3500531,-88.4016041,2518,39.99
Monroe County, Tennessee,43.2841246,-77.7452081,2519,37.99
Henry County, Tennessee,33.4347963,-84.1435136,2520,77
Cocke County, Tennessee,35.9359517,-83.1220074,2521,68
Crockett County, Tennessee,30.5977955,-101.1617356,2522,75.2
DeKalb County, Tennessee,33.7956441,-84.2278796,2523,77
Lake County, Tennessee,28.702847,-81.7787021,2524,82.99
Knox County, Tennessee,35.9874629,-83.9419784,2525,64.99
Lewis County, Tennessee,46.6195461,-122.4554639,2526,46.99
McMinn County, Tennessee,35.4037048,-84.6479124,2527,66
Marshall County, Tennessee,34.3652297,-86.3376761,2528,69.01
Obion County, Tennessee,36.3469439,-89.1705998,2529,66.99
Rhea County, Tennessee,35.5927914,-84.981754,2530,66
Scott County, Tennessee,44.6834072,-93.5407909,2531,36
Tipton County, Tennessee,35.5217179,-89.7379958,2532,64.4
Anderson County, Tennessee,34.5528328,-82.6483442,2533,52
Dyer County, Tennessee,36.0445248,-89.436391,2534,66
Fentress County, Tennessee,36.37106,-84.8984775,2535,59
Gibson County, Tennessee,38.3338249,-87.5791287,2536,64.4
Hamilton County, Tennessee,39.2355447,-84.564147,2537,46.99
Hardeman County, Tennessee,35.1229172,-89.0179332,2538,66.99
Loudon County, Tennessee,39.076767,-77.6536125,2539,42.01
Polk County, Tennessee,27.8617347,-81.6911559,2540,84.2
Rutherford County, Tennessee,35.7724263,-86.3376761,2541,64.4
Smith County, Tennessee,32.3352505,-95.3102505,2542,81
White County, Tennessee,34.6567728,-83.7199136,2543,59
Wilson County, Tennessee,35.6925497,-77.8824596,2544,54
Sullivan County, Tennessee,41.6897493,-74.7805192,2545,46.99
Unicoi County, Tennessee,36.073032,-82.5185837,2546,66.2
Warren County, Tennessee,39.4241422,-84.1857115,2547,46.99
Washington County, Tennessee,45.5469616,-123.1386021,2548,50
Weakley County, Tennessee,36.3428865,-88.7108964,2549,66.2
Benton County, Tennessee,46.3166362,-119.5021582,2550,37.99
Bledsoe County, Tennessee,35.6028856,-85.2308414,2551,66
Campbell County, Tennessee,37.221014,-79.1096901,2552,39.99
Cannon County, Tennessee,35.8070317,-86.0529604,2553,64.4
Coffee County, Tennessee,35.4576849,-86.0529604,2554,64.4
Fayette County, Tennessee,33.4502206,-84.4802606,2555,77
Hancock County, Tennessee,39.8249915,-85.8486236,2556,43
Hawkins County, Tennessee,36.4445545,-82.9501558,2557,66.2
Johnson County, Tennessee,38.845412,-94.8520636,2558,44.6
Lincoln County, Tennessee,35.4637028,-81.2078164,2559,48.2
Macon County, Tennessee,35.1197519,-83.336188,2560,61
Moore County, Tennessee,35.3674493,-79.4703885,2561,51.8
Robertson County, Tennessee,36.5250666,-86.8621827,2562,66
Franklin County, Tennessee,40.0154745,-82.9931607,2563,51.01
Blount County, Tennessee,35.6710541,-83.8473015,2564,66
Cheatham County, Tennessee,36.184749,-87.1023746,2565,66
Carter County, Tennessee,36.2638604,-82.12784,2566,66.2
Grainger County, Tennessee,36.3059333,-83.5496566,2567,64.99
Giles County, Tennessee,37.3132885,-80.6770787,2568,41
Lauderdale County, Tennessee,34.8840876,-87.658113,2569,71.01
Lawrence County, Tennessee,40.957855,-80.365865,2570,48
Madison County, Tennessee,38.9041402,-89.9253233,2571,66.99
Marion County, Tennessee,29.2787765,-82.12784,2572,48
Overton County, Tennessee,36.3880346,-85.3136218,2573,60.01
Pickett County, Tennessee,36.5541091,-85.1479364,2574,60.01
Sumner County, Tennessee,36.4718084,-86.4996546,2575,64.99
Wayne County, Tennessee,42.2790746,-83.336188,2576,37
Trousdale County, Tennessee,36.396385,-86.1548269,2577,66
Williamson County, Tennessee,30.7591685,-97.6982272,2578,84.99
Bedford County, Tennessee,37.2538794,-79.4703885,2579,37.4
Clay County, Tennessee,29.9943564,-81.7787021,2580,82.4
Greene County, Tennessee,39.697399,-83.8897057,2581,46.4
Cumberland County, Tennessee,40.1299841,-77.2405153,2582,55.99
Shelby County, Tennessee,35.1268552,-89.9253233,2583,63
Van Buren County, Tennessee,42.2459665,-86.0121573,2584,39.2
Claiborne County, Tennessee,36.4830423,-83.634843,2585,63
Henderson County, Tennessee,35.3725873,-82.4319405,2586,51.01
Hickman County, Tennessee,35.8012797,-87.460397,2587,64.99
Humphreys County, Tennessee,36.0245773,-87.7369607,2588,66.2
Jefferson County, Tennessee,39.5800298,-105.2662931,2589,52
Putnam County, Tennessee,41.4351069,-73.7948516,2590,46.99
Sequatchie County, Tennessee,35.3469428,-85.3962769,2591,66
Sevier County, Tennessee,35.8271682,-83.5070203,2592,64.99
Stewart County, Tennessee,36.5023236,-87.7763333,2593,66
Hardin County, Texas,30.364764,-94.315422,2594,80.6
Haskell County, Texas,33.1403423,-99.8124935,2595,70.01
Howard County, Texas,39.2873463,-76.964306,2596,41
Leon County, Texas,30.4906177,-84.1857115,2597,80.6
Mills County, Texas,31.6137467,-98.5721016,2598,78.01
Montague County, Texas,33.6460993,-97.6982272,2599,75.99
Newton County, Texas,33.5544296,-83.8473015,2600,75.2
Panola County, Texas,32.1920035,-94.315422,2601,80.6
Reeves County, Texas,31.4307975,-103.7289167,2602,71.6
Sabine County, Texas,31.2974233,-93.8248241,2603,78.8
Sherman County, Texas,45.4122013,-120.753042,2604,39.99
Swisher County, Texas,34.5532757,-101.7979613,2605,68
Hunt County, Texas,33.1967938,-96.1526985,2606,79
Camp County, Texas,32.9567043,-94.9974461,2607,80.6
Hansford County, Texas,36.3183749,-101.4339148,2608,69.8
Guadalupe County, Texas,29.6477307,-97.87216,2609,88
Clay County, Texas,29.9943564,-81.7787021,2610,82.4
Hartley County, Texas,35.8647957,-102.5298028,2611,66.2
Hill County, Texas,32.0621768,-97.179026,2612,81
Limestone County, Texas,34.7800072,-86.9423801,2613,68
Nacogdoches County, Texas,31.6353071,-94.645035,2614,81
Parmer County, Texas,34.4604292,-102.7135121,2615,66.2
Parker County, Texas,32.7415519,-97.87216,2616,79
Presidio County, Texas,29.9480666,-104.1001326,2617,73.4
Val Verde County, Texas,29.8687682,-101.1617356,2618,84.2
Culberson County, Texas,31.347767,-104.4723301,2619,64
Ector County, Texas,31.8246483,-102.5298028,2620,71.6
Garza County, Texas,33.1955897,-101.2523792,2621,73.4
Glasscock County, Texas,31.912308,-101.6157773,2622,71.6
Grimes County, Texas,30.4829853,-95.9832577,2623,82.99
Travis County, Texas,30.2097015,-97.6982272,2624,86
Collin County, Texas,33.1795213,-96.4929797,2625,79
Angelina County, Texas,31.2704698,-94.645035,2626,78.01
Collingsworth County, Texas,35.0351623,-100.3497895,2627,73.4
Cottle County, Texas,34.159117,-100.3497895,2628,73.4
Hays County, Texas,30.0537607,-98.0028892,2629,87.01
Lamb County, Texas,34.1486153,-102.3463875,2630,64.4
Lipscomb County, Texas,36.2464455,-100.3497895,2631,68
Loving County, Texas,31.8883434,-103.6362715,2632,71.6
Matagorda County, Texas,28.8204837,-95.9832577,2633,82
Pecos County, Texas,30.8253214,-102.6216211,2634,73.99
Robertson County, Texas,36.5250666,-86.8621827,2635,66
Rockwall County, Texas,32.8721646,-96.365157,2636,79
Rusk County, Texas,45.5193649,-91.1563029,2637,37.4
Taylor County, Texas,32.2455088,-99.8124935,2638,77
Throckmorton County, Texas,33.1814565,-99.2785583,2639,77
Trinity County, Texas,40.6329485,-123.0622553,2640,42.8
Walker County, Texas,30.6815394,-95.6457951,2641,84.99
Wood County, Texas,44.4747774,-90.0746767,2642,35.6
Bandera County, Texas,29.7404135,-99.2785583,2643,89.6
Aransas County, Texas,28.0761262,-96.9638624,2644,84.2
Childress County, Texas,34.5257527,-100.1703257,2645,73.4
Cochran County, Texas,33.5643803,-102.8975098,2646,64.99
Coke County, Texas,31.8277663,-100.5296115,2647,77
Comal County, Texas,29.8105572,-98.2212979,2648,88
Coryell County, Texas,31.4774358,-97.87216,2649,82.4
Hemphill County, Texas,35.9022267,-100.3497895,2650,69.8
Houston County, Texas,32.4219655,-83.634843,2651,78.01
Moore County, Texas,35.3674493,-79.4703885,2652,51.8
Navarro County, Texas,32.0991878,-96.4929797,2653,81
Potter County, Texas,35.404373,-101.9804613,2654,70
San Augustine County, Texas,31.4699363,-94.1513764,2655,78.8
Scurry County, Texas,32.6937844,-100.8903099,2656,73.99
Shackelford County, Texas,32.8242297,-99.2785583,2657,77
Starr County, Texas,26.6215167,-98.7481167,2658,91.99
Stonewall County, Texas,33.1114912,-100.1703257,2659,69.43
Upton County, Texas,31.3384843,-101.9804613,2660,73.99
Bastrop County, Texas,30.0458708,-97.3516558,2661,86
Brown County, Texas,44.4561674,-87.9334803,2662,37
Hall County, Texas,34.30778,-83.804868,2663,64.4
Bee County, Texas,28.3624206,-97.6982272,2664,89.6
Franklin County, Texas,40.0154745,-82.9931607,2665,51.01
Frio County, Texas,28.831355,-99.1013498,2666,88
Crane County, Texas,31.4654966,-102.5298028,2667,71.01
Lampasas County, Texas,31.2737682,-98.2212979,2668,82.4
McCulloch County, Texas,31.2016122,-99.2785583,2669,78.01
Mason County, Texas,47.4251146,-123.1951376,2670,46.99
Dickens County, Texas,33.5985109,-100.7097867,2671,66.64
Lee County, Texas,26.6630286,-81.9534815,2672,84.99
Tarrant County, Texas,32.7732044,-97.3516558,2673,79
Anderson County, Texas,34.5528328,-82.6483442,2674,52
Ellis County, Texas,32.2619765,-96.8350999,2675,80.01
Jackson County, Texas,38.9914998,-94.315422,2676,51.01
Kerr County, Texas,30.0945305,-99.456155,2677,82.4
Milam County, Texas,30.8092642,-96.9795011,2678,84.2
Comanche County, Texas,34.6612778,-98.3964938,2679,75.2
Falls County, Texas,31.1636412,-97.0068393,2680,82.99
Brooks County, Texas,27.0273057,-98.2212979,2681,91.4
Austin County, Texas,29.8711291,-96.2800864,2682,84.2
Kenedy County, Texas,26.8697147,-97.6982272,2683,91.4
Nueces County, Texas,27.7693351,-97.4814163,2684,89.6
Colorado County, Texas,29.5378648,-96.4929797,2685,84.2
San Patricio County, Texas,27.9999695,-97.5247243,2686,89.6
Rains County, Texas,32.9009129,-95.7721204,2687,79
Randall County, Texas,34.9020377,-101.7979613,2688,70
Real County, Texas,29.8851459,-99.8124935,2689,82
San Saba County, Texas,31.238909,-98.7481167,2690,80.01
Schleicher County, Texas,30.9234947,-100.5296115,2691,75.2
Sterling County, Texas,31.781493,-101.0711758,2692,73.99
Zavala County, Texas,28.8801264,-99.7232673,2693,87.8
Calhoun County, Texas,42.2073905,-85.023346,2694,39.2
Carson County, Texas,35.4578717,-101.4339148,2695,70
Foard County, Texas,33.9865825,-99.7678687,2696,77
Freestone County, Texas,31.7534889,-96.1526985,2697,82
Goliad County, Texas,28.5673709,-97.3516558,2698,89.6
Hamilton County, Texas,39.2355447,-84.564147,2699,46.99
Hardeman County, Texas,35.1229172,-89.0179332,2700,66.99
Mitchell County, Texas,36.0277763,-82.1496049,2701,63
Titus County, Texas,33.2493126,-94.976654,2702,78.01
Briscoe County, Texas,34.526178,-101.1617356,2703,68
Lavaca County, Texas,29.3359054,-96.8350999,2704,86
Liberty County, Texas,30.1633593,-94.8105955,2705,82
Terry County, Texas,33.0909654,-102.3463875,2706,71.01
Wise County, Texas,33.2895861,-97.6982272,2707,78.8
Erath County, Texas,32.1793404,-98.2212979,2708,79
Brazoria County, Texas,29.2131857,-95.4777811,2709,82.99
Motley County, Texas,34.1280332,-100.7097867,2710,73.4
Donley County, Texas,34.9875355,-100.8903099,2711,69.8
Atascosa County, Texas,28.8661281,-98.5721016,2712,89.6
Coleman County, Texas,31.7320219,-99.456155,2713,77
Nolan County, Texas,32.3818737,-100.3497895,2714,75.99
Hudspeth County, Texas,31.5707433,-105.5943388,2715,58.94
Medina County, Texas,41.080133,-81.9534815,2716,48.2
Ward County, Texas,48.2147451,-101.5805256,2717,23
Henderson County, Texas,35.3725873,-82.4319405,2718,51.01
Harrison County, Texas,30.432087,-89.0179332,2719,72
Menard County, Texas,30.9802428,-99.8124935,2720,80.6
Lamar County, Texas,33.75694,-95.6457951,2721,77
Fayette County, Texas,33.4502206,-84.4802606,2722,77
Williamson County, Texas,30.7591685,-97.6982272,2723,84.99
Kimble County, Texas,30.4338473,-99.8124935,2724,80.6
Martin County, Texas,27.0804935,-80.4103957,2725,80.6
Doña Ana County, New Mexico,32.485767,-106.7234639,,
Oglala Lakota County, South Dakota,43.2437442,-102.6216211,2727,32
Polk County, Texas,27.8617347,-81.6911559,2728,84.2
Refugio County, Texas,28.3465339,-97.1359377,2729,84.99
Van Zandt County, Texas,32.4936974,-95.8142885,2730,79
Caldwell County, Texas,35.9227448,-81.5596427,2731,48
Wilbarger County, Texas,34.0688089,-99.2785583,2732,77
Reagan County, Texas,31.2903569,-101.5248055,2733,73.99
Yoakum County, Texas,33.2114703,-102.8975098,2734,68
Hale County, Texas,34.1064941,-101.8891721,2735,69.8
Shelby County, Texas,35.1268552,-89.9253233,2736,63
Red River County, Texas,33.6072302,-94.976654,2737,75.99
Runnels County, Texas,31.8714508,-99.9912254,2738,77
San Jacinto County, Texas,30.5187687,-95.1432068,2739,82.4
Sutton County, Texas,30.5598827,-100.5296115,2740,77
Tom Green County, Texas,31.3839017,-100.439656,2741,73.99
Upshur County, Texas,32.7099747,-94.976654,2742,79
Victoria County, Texas,28.7712909,-97.0068393,2743,84.99
Waller County, Texas,29.9751629,-96.0255738,2744,82.99
Wharton County, Texas,29.3690932,-96.1526985,2745,82.99
Wichita County, Texas,33.9309651,-98.7481167,2746,75.99
Wilson County, Texas,35.6925497,-77.8824596,2747,54
Borden County, Texas,32.8233108,-101.4339148,2748,73.4
Hockley County, Texas,33.6212592,-102.3463875,2749,69.8
Marion County, Texas,29.2787765,-82.12784,2750,48
Maverick County, Texas,28.7410473,-100.3497895,2751,87.8
Midland County, Texas,43.5750978,-84.3542049,2752,37.4
Grayson County, Texas,33.7062406,-96.663812,2753,77
Live Oak County, Texas,28.342294,-98.0465185,2754,89.6
Llano County, Texas,30.692528,-98.7481167,2755,82.99
Palo Pinto County, Texas,32.7511956,-98.3104184,2756,78.8
Fannin County, Texas,33.5544296,-96.1526985,2757,77
Karnes County, Texas,28.9089085,-97.87216,2758,87.01
DeWitt County, Texas,29.1235194,-97.3516558,2759,86
Brazos County, Texas,30.6504141,-96.3226072,2760,84.2
Callahan County, Texas,32.2728116,-99.456155,2761,77
Cass County, Texas,47.2144536,-94.2309171,2762,37.4
Gaines County, Texas,32.6987519,-102.7135121,2763,71.01
Gregg County, Texas,32.4892547,-94.8520636,2764,80.6
Gray County, Texas,35.3352558,-100.8903099,2765,69.8
Madison County, Texas,38.9041402,-89.9253233,2766,66.99
Lubbock County, Texas,33.6753624,-101.7979613,2767,69.8
Jack County, Texas,33.2560382,-98.2212979,2768,77
Kaufman County, Texas,32.5889211,-96.3089299,2769,79
Kendall County, Texas,41.5507043,-88.4403883,2770,39.99
Bosque County, Texas,31.8507607,-97.6982272,2771,81
Floyd County, Texas,34.2828967,-85.2308414,2772,72
Bexar County, Texas,29.4200763,-98.5721016,2773,89.6
Bailey County, Texas,34.0913057,-102.8975098,2774,64
Chambers County, Texas,29.7524956,-94.6863782,2775,82.99
Baylor County, Texas,33.5373926,-99.2785583,2776,71.27
Bell County, Texas,31.134411,-97.5247243,2777,84.2
Cameron County, Texas,26.1284971,-97.5247243,2778,91.4
Denton County, Texas,33.1418611,-97.179026,2779,78.01
Orange County, Texas,33.7174708,-117.8311428,2780,63
Hutchinson County, Texas,35.8031909,-101.4339148,2781,70
Washington County, Texas,45.5469616,-123.1386021,2782,50
Morris County, Texas,40.8336038,-74.5463282,2783,48.2
Stephens County, Texas,34.5458998,-83.2934086,2784,55.99
Winkler County, Texas,31.76846,-103.0817903,2785,71.6
Harris County, Texas,29.7751825,-95.3102505,2786,82.99
Andrews County, Texas,32.342627,-102.7135121,2787,71.6
Burnet County, Texas,30.7270349,-98.2212979,2788,84.99
Gillespie County, Texas,30.314993,-98.9245343,2789,84
Gonzales County, Texas,29.4834878,-97.5247243,2790,87.01
Dallas County, Texas,32.8024682,-96.8350999,2791,79
Lynn County, Texas,33.1446401,-101.7979613,2792,71.01
McMullen County, Texas,28.3102323,-98.5721016,2793,87.8
Young County, Texas,33.2200087,-98.7481167,2794,77
Zapata County, Texas,26.9730763,-99.1013498,2795,90
Johnson County, Texas,38.845412,-94.8520636,2796,44.6
Hood County, Texas,32.4296296,-97.8286368,2797,79
Hopkins County, Texas,33.2282942,-95.4777811,2798,78.8
McLennan County, Texas,31.5182285,-97.179026,2799,82.4
Ochiltree County, Texas,36.2921544,-100.8000051,2800,69.8
King County, Texas,47.5480339,-121.9836029,2801,48
Knox County, Texas,35.9874629,-83.9419784,2802,64.99
Cherokee County, Texas,34.2514526,-84.4802606,2803,75.2
Concho County, Texas,31.3431641,-99.8124935,2804,77
Delta County, Texas,38.8531357,-107.763621,2805,46.4
Edwards County, Texas,29.9282955,-100.439656,2806,78.8
Eastland County, Texas,32.3240465,-98.7481167,2807,77
Jones County, Texas,31.5343241,-89.1705998,2808,77
Jeff Davis County, Texas,30.750805,-104.1930918,2809,71.6
Jim Hogg County, Texas,26.995506,-98.7481167,2810,90
Jim Wells County, Texas,27.7841718,-98.0465185,2811,89.6
Montgomery County, Texas,39.1547426,-77.2405153,2812,42.01
Dallam County, Texas,36.20745,-102.5298028,2813,66.2
Dimmit County, Texas,28.4116514,-99.8124935,2814,88
Webb County, Texas,27.8174487,-99.0128926,2815,89.6
Fort Bend County, Texas,29.5692614,-95.8142885,2816,82.99
Armstrong County, Texas,40.8790518,-79.4703885,2817,48
Castro County, Texas,34.4985047,-102.3463875,2818,68
Irion County, Texas,31.2557696,-100.8903099,2819,73.99
Kleberg County, Texas,27.4308339,-97.6982272,2820,89.6
Willacy County, Texas,26.4948223,-97.6982272,2821,91.4
Cooke County, Texas,33.6672185,-97.3516558,2822,77
Crosby County, Texas,33.5500004,-101.2523792,2823,69.8
Dawson County, Texas,34.412912,-84.1435136,2824,64.4
Fisher County, Texas,32.7398733,-100.3497895,2825,75.99
Duval County, Texas,30.3500511,-81.6035062,2826,82.4
Burleson County, Texas,30.4500257,-96.663812,2827,84.99
Blanco County, Texas,30.3500511,-98.3964938,2828,86
Jasper County, Texas,32.491436,-81.0754657,2829,78.8
Jefferson County, Texas,39.5800298,-105.2662931,2830,52
Kinney County, Texas,29.2934865,-100.3497895,2831,84.2
Oldham County, Texas,38.3560025,-85.4788065,2832,60.01
Deaf Smith County, Texas,35.0017354,-102.5298028,2833,70
Galveston County, Texas,29.3763499,-94.8520636,2834,82.4
El Paso County, Texas,31.8039824,-106.2051484,2835,64.4
La Salle County, Texas,28.2758921,-99.1013498,2836,87.8
Roberts County, Texas,35.8540979,-100.8903099,2837,70
Terrell County, Texas,30.2348611,-102.1632718,2838,80.6
Tyler County, Texas,30.7324447,-94.315422,2839,79
Uvalde County, Texas,29.3342663,-99.8124935,2840,89.6
Wheeler County, Texas,35.3830893,-100.3497895,2841,30.99
Bowie County, Texas,33.4473287,-94.479976,2842,75.99
Archer County, Texas,33.5761511,-98.7481167,2843,75.2
Brewster County, Texas,29.6629938,-103.3587288,2844,79
Kent County, Texas,43.0097027,-85.520024,2845,39.2
Hidalgo County, Texas,26.4656319,-98.2212979,2846,93.2
Smith County, Texas,32.3352505,-95.3102505,2847,81
Somervell County, Texas,32.2547696,-97.7416703,2848,79
Crockett County, Texas,30.5977955,-101.1617356,2849,75.2
Millard County, Utah,39.0611744,-113.1918021,2850,42.8
Tooele County, Utah,40.507092,-113.0011989,2851,39.2
Washington County, Utah,45.5469616,-123.1386021,2852,50
Kane County, Utah,41.987884,-88.4016041,2853,39.99
Summit County, Utah,41.0918991,-81.5596427,2854,48.99
Grand County, Utah,40.0727382,-106.0640179,2855,33.8
Piute County, Utah,38.3997408,-112.1430215,2856,44.01
Rich County, Utah,41.5629707,-111.1891151,2857,37
Wasatch County, Utah,40.3629418,-110.9983515,2858,42.8
Beaver County, Utah,40.6367812,-80.365865,2859,48
Box Elder County, Utah,41.5380087,-113.1918021,2860,33.01
Iron County, Utah,37.7854715,-113.1918021,2861,44.6
Sanpete County, Utah,39.3090085,-111.5706786,2862,39
Sevier County, Utah,35.8271682,-83.5070203,2863,64.99
Utah County, Utah,40.0966287,-111.5706786,2864,44.01
Weber County, Utah,41.2602635,-111.9522491,2865,43
Duchesne County, Utah,40.2172448,-110.5215459,2866,37.4
San Juan County, Utah,48.6118035,-122.9602621,2867,46.99
Salt Lake County, Utah,40.644188,-111.9522491,2868,44.01
Uintah County, Utah,40.1069499,-109.3783206,2869,37.4
Daggett County, Utah,40.9053845,-109.5211063,2870,33.8
Davis County, Utah,40.9628845,-112.0953297,2871,44.01
Wayne County, Utah,42.2790746,-83.336188,2872,37
Carbon County, Utah,40.901975,-75.667356,2873,48.2
Emery County, Utah,39.0738385,-110.7122465,2874,46.99
Morgan County, Utah,41.0576176,-111.6183755,2875,44.01
Cache County, Utah,41.7560026,-111.7614661,2876,39
Garfield County, Utah,39.6584775,-107.763621,2877,41
Juab County, Utah,39.7108104,-112.7152125,2878,42.8
Rutland County, Vermont,43.6448675,-72.9932969,2879,41
Orleans County, Vermont,43.4088624,-78.2020387,2880,37.99
Grand Isle County, Vermont,44.8595928,-73.2957299,2881,34
Orange County, Vermont,33.7174708,-117.8311428,2882,63
Chittenden County, Vermont,44.3959289,-72.9962431,2883,36
Lamoille County, Vermont,44.6433418,-72.6314026,2884,36
Windsor County, Vermont,43.4369244,-72.6151169,2885,41
Franklin County, Vermont,40.0154745,-82.9931607,2886,51.01
Caledonia County, Vermont,44.55051,-72.0481907,2887,36
Windham County, Vermont,41.8275622,-72.0468164,2888,46
Bennington County, Vermont,43.0278745,-73.1349605,2889,43
Addison County, Vermont,44.1197293,-73.164338,2890,36
