,County,State,Homeless Pop,Population,Homeless Rate
1875,Chautauqua County, New York,335,130846,0.039659051
1876,Chemung County, New York,31,86883,0.001589988
1877,Chenango County, New York,0,48763,0
1878,Clinton County, New York,16,81224,0.000230199
1879,Columbia County, New York,0,61481,0
1880,Cortland County, New York,0,48334,0
1881,Delaware County, New York,24,45950,0.002132575
1882,Dutchess County, New York,1000,295685,0.058486373
1883,Essex County, New York,0,38233,0
1884,Franklin County, New York,67,51054,0.003715823
1885,Fulton County, New York,88,53955,0.002230389
1886,Anson County, North Carolina,96,25531,0.003403893
1887,Avery County, North Carolina,0,17535,0
1888,Alexander County, North Carolina,0,37159,0
1889,Bertie County, North Carolina,0,19913,0
1890,Beaufort County, North Carolina,34,47316,5.04E-05
1891,Alleghany County, North Carolina,0,10935,0
1892,Alamance County, North Carolina,285,157844,0.141369048
1893,Ashe County, North Carolina,0,26833,0
1894,Bladen County, North Carolina,0,34130,0
1895,Brunswick County, North Carolina,0,122586,0
1896,Buncombe County, North Carolina,733,252268,0.030141042
1897,Burke County, North Carolina,76,88898,0.001043254
1898,Greene County, North Carolina,0,21059,0
1899,Franklin County, North Carolina,0,63866,0
1900,Gaston County, North Carolina,554,214049,0.019519414
1901,Gates County, North Carolina,0,11601,0
1902,Graham County, North Carolina,0,8607,0
1903,Granville County, North Carolina,65,58503,0.001144507
1904,Hertford County, North Carolina,0,24262,0
1905,Haywood County, North Carolina,0,59854,0
1906,Henderson County, North Carolina,225,112156,0.007117775
1907,Guilford County, North Carolina,2113,517197,0.00145139
1908,Halifax County, North Carolina,30,52300,6.41E-05
1909,Harnett County, North Carolina,98,128753,0.001816328
1910,Lenoir County, North Carolina,21,57934,0.000258544
1911,Hoke County, North Carolina,0,52571,0
1912,Hyde County, North Carolina,0,5507,0
1913,Iredell County, North Carolina,353,169798,0.003549023
1914,Jackson County, North Carolina,0,41725,0
1915,Johnston County, North Carolina,83,186308,0.001318653
1916,Jones County, North Carolina,0,9776,0
1917,Lee County, North Carolina,50,59805,2.14E-05
1918,New Hanover County, North Carolina,787,219866,0.008068567
1919,Lincoln County, North Carolina,40,80504,0.008609557
1920,Macon County, North Carolina,0,34160,0
1921,Madison County, North Carolina,0,21347,0
1922,Martin County, North Carolina,0,23227,0
1923,Mecklenburg County, North Carolina,2930,1034290,0.001771595
1924,Montgomery County, North Carolina,0,27445,0
1925,Mitchell County, North Carolina,36,15155,0.000459659
1926,Moore County, North Carolina,0,94191,0
1927,Nash County, North Carolina,123,94125,0.00054273
1928,McDowell County, North Carolina,182,45069,0.000559953
1929,Northampton County, North Carolina,0,20426,0
1930,Onslow County, North Carolina,23,192685,0.00085677
1931,Orange County, North Carolina,304,141812,0.001429411
1932,Pender County, North Carolina,0,57630,0
1933,Pamlico County, North Carolina,0,12803,0
1934,Pasquotank County, North Carolina,76,39546,0.001987812
1935,Richmond County, North Carolina,18,45447,0.000363636
1936,Perquimans County, North Carolina,0,13506,0
1937,Person County, North Carolina,0,39240,0
1938,Pitt County, North Carolina,322,176484,0.002905691
1939,Polk County, North Carolina,0,20434,0
1940,Randolph County, North Carolina,79,142827,0.000756596
1941,Stokes County, North Carolina,0,46124,0
1942,Rutherford County, North Carolina,205,66523,0.004204007
1943,Rowan County, North Carolina,138,138940,0.002855133
1944,Sampson County, North Carolina,0,63664,0
1945,Robeson County, North Carolina,29,134187,0.000248784
1946,Rockingham County, North Carolina,25,91566,3.34E-05
1947,Scotland County, North Carolina,0,35445,0
1948,Stanly County, North Carolina,76,60875,5.07E-05
1949,Vance County, North Carolina,153,44420,0.000849391
1950,Surry County, North Carolina,133,72315,0.003252947
1951,Swain County, North Carolina,0,14208,0
1952,Transylvania County, North Carolina,44,33291,0.000683516
1953,Tyrrell County, North Carolina,0,4090,0
1954,Union County, North Carolina,129,222095,0.002123457
1955,Wilson County, North Carolina,66,81379,0.001381013
1956,Wake County, North Carolina,1164,1023811,0.01272938
1957,Warren County, North Carolina,0,20190,0
1958,Washington County, North Carolina,0,12331,0
1959,Watauga County, North Carolina,74,53421,0.000377312
1960,Wayne County, North Carolina,168,124496,0.002149025
1961,Yadkin County, North Carolina,0,37825,0
1962,Wilkes County, North Carolina,11,68525,0.000153289
1963,Yancey County, North Carolina,0,17605,0
1964,Cherokee County, North Carolina,78,27463,0.001029255
1965,Cabarrus County, North Carolina,139,196716,0.002374567
1966,Caldwell County, North Carolina,98,81805,0.003907029
1967,Camden County, North Carolina,0,10336,0
1968,Carteret County, North Carolina,77,68699,0.00217238
1969,Caswell County, North Carolina,0,22833,0
1970,Catawba County, North Carolina,444,156182,0.008489484
1971,Chatham County, North Carolina,59,68364,0.000373787
1972,Craven County, North Carolina,139,103374,0.03398533
1973,Chowan County, North Carolina,0,14370,0
1974,Clay County, North Carolina,0,10753,0
1975,Cleveland County, North Carolina,271,97038,0.017881887
1976,Cumberland County, North Carolina,376,332766,0.026165623
1977,Columbus County, North Carolina,0,56589,0
1978,Forsyth County, North Carolina,1156,368362,0.014131166
1979,Currituck County, North Carolina,0,25247,0
1980,Dare County, North Carolina,0,35412,0
1981,Davidson County, North Carolina,341,164118,0.003298702
1982,Davie County, North Carolina,0,41766,0
1983,Duplin County, North Carolina,0,59350,0
1984,Durham County, North Carolina,975,300865,0.007572639
1985,Edgecombe County, North Carolina,164,54032,0.003119591
1986,Benson County, North Dakota,0,6875,0
1987,Bottineau County, North Dakota,0,6651,0
1988,Billings County, North Dakota,0,983,0
1989,Burleigh County, North Dakota,165,92372,0.00015953
1990,Cass County, North Dakota,403,170620,0.019729756
1991,Foster County, North Dakota,0,3318,0
1992,Dickey County, North Dakota,0,5041,0
1993,Divide County, North Dakota,0,2378,0
1994,Dunn County, North Dakota,0,4349,0
1995,Eddy County, North Dakota,0,2321,0
1996,Emmons County, North Dakota,0,3389,0
1997,Golden Valley County, North Dakota,0,1892,0
1998,Grand Forks County, North Dakota,426,70130,0.001156471
1999,Grant County, North Dakota,0,2387,0
2000,Griggs County, North Dakota,0,2276,0
2001,Hettinger County, North Dakota,0,2601,0
2002,Logan County, North Dakota,0,1932,0
2003,McIntosh County, North Dakota,0,2680,0
2004,McKenzie County, North Dakota,0,11679,0
2005,McHenry County, North Dakota,0,5951,0
2006,Kidder County, North Dakota,0,2457,0
2007,Bowman County, North Dakota,0,3226,0
2008,Cavalier County, North Dakota,0,3817,0
2009,Adams County, North Dakota,0,2368,0
2010,Barnes County, North Dakota,0,10971,0
2011,Burke County, North Dakota,0,2253,0
2012,LaMoure County, North Dakota,0,4106,0
2013,Oliver County, North Dakota,0,1822,0
2014,McLean County, North Dakota,0,9607,0
2015,Mercer County, North Dakota,0,8637,0
2016,Morton County, North Dakota,207,30059,0.004487902
2017,Mountrail County, North Dakota,0,9986,0
2018,Nelson County, North Dakota,0,2971,0
2019,Sargent County, North Dakota,0,3883,0
2020,Pembina County, North Dakota,0,7050,0
2021,Pierce County, North Dakota,0,4272,0
2022,Ramsey County, North Dakota,0,11574,0
2023,Ransom County, North Dakota,0,5411,0
2024,Renville County, North Dakota,0,2543,0
2025,Richland County, North Dakota,0,16333,0
2026,Rolette County, North Dakota,0,14657,0
2027,Stutsman County, North Dakota,0,21058,0
2028,Sheridan County, North Dakota,0,1403,0
2029,Sioux County, North Dakota,0,4420,0
2030,Slope County, North Dakota,0,674,0
2031,Stark County, North Dakota,28,30316,0.001096706
2032,Steele County, North Dakota,0,1915,0
2033,Williams County, North Dakota,28,32916,0.00062127
2034,Ward County, North Dakota,296,69628,0.004634704
2035,Wells County, North Dakota,0,4089,0
2036,Towner County, North Dakota,0,2258,0
2037,Traill County, North Dakota,0,8050,0
2038,Walsh County, North Dakota,0,10920,0
2039,Jefferson County, Ohio,295,67349,0.002406474
2040,Mahoning County, Ohio,270,231857,0.0081103
2041,Lake County, Ohio,109,229701,0.004062162
2042,Lawrence County, Ohio,0,61057,0
2043,Licking County, Ohio,123,170678,0.002173567
2044,Madison County, Ohio,0,43732,0
2045,Lucas County, Ohio,1106,433404,0.013738448
2046,Logan County, Ohio,32,45323,0.001165968
2047,Lorain County, Ohio,401,305405,0.002081117
2048,Monroe County, Ohio,0,14239,0
2049,Marion County, Ohio,174,65483,0.003828636
2050,Medina County, Ohio,16,176362,0.000240518
2051,Meigs County, Ohio,0,23234,0
2052,Mercer County, Ohio,0,40723,0
2053,Miami County, Ohio,35,104081,0.000925314
2054,Perry County, Ohio,0,35983,0
2055,Montgomery County, Ohio,1201,531987,0.00476081
2056,Morgan County, Ohio,0,14773,0
2057,Morrow County, Ohio,0,34935,0
2058,Muskingum County, Ohio,67,85933,0.002934349
2059,Noble County, Ohio,0,14498,0
2060,Ottawa County, Ohio,0,40769,0
2061,Paulding County, Ohio,0,18951,0
2062,Richland County, Ohio,247,121533,0.000820966
2063,Pickaway County, Ohio,43,57075,0.001772319
2064,Pike County, Ohio,52,28291,0.000869493
2065,Portage County, Ohio,91,162080,0.000413888
2066,Preble County, Ohio,52,41328,0.000902308
2067,Putnam County, Ohio,0,34037,0
2068,Stark County, Ohio,708,374273,0.31424767
2069,Ross County, Ohio,16,77125,0.001602243
2070,Sandusky County, Ohio,40,59559,0.004968944
2071,Scioto County, Ohio,78,76871,0.002369668
2072,Seneca County, Ohio,0,55549,0
2073,Shelby County, Ohio,0,48902,0
2074,Summit County, Ohio,1862,541318,0.757834758
2075,Trumbull County, Ohio,468,203341,0.122609379
2076,Van Wert County, Ohio,79,28262,0.001134601
2077,Tuscarawas County, Ohio,150,92531,0.062840385
2078,Union County, Ohio,39,54688,0.00655352
2079,Vinton County, Ohio,0,13142,0
2080,Warren County, Ohio,104,223868,0.054308094
2081,Belmont County, Ohio,67,68889,0.009745455
2082,Allen County, Ohio,416,104157,0.159938485
2083,Adams County, Ohio,72,27926,0.017535314
2084,Ashtabula County, Ohio,14,98622,0.000465751
2085,Ashland County, Ohio,43,53299,0.000252022
2086,Athens County, Ohio,34,65563,0.007817889
2087,Brown County, Ohio,0,43799,0
2088,Auglaize County, Ohio,0,45778,0
2089,Butler County, Ohio,593,375702,0.199596096
2090,Carroll County, Ohio,0,27825,0
2091,Champaign County, Ohio,36,39005,0.002456164
2092,Darke County, Ohio,52,51919,0.004761905
2093,Clark County, Ohio,98,135520,0.041385135
2094,Clermont County, Ohio,123,202166,0.01849346
2095,Clinton County, Ohio,92,41869,0.008385744
2096,Columbiana County, Ohio,178,104584,0.076691081
2097,Coshocton County, Ohio,16,36602,0.000228148
2098,Crawford County, Ohio,40,42231,0.003424951
2099,Cuyahoga County, Ohio,4906,1257401,0.568021304
2100,Franklin County, Ohio,2681,1253507,0.279067347
2101,Defiance County, Ohio,38,38311,0.008895131
2102,Delaware County, Ohio,0,193024,0
2103,Erie County, Ohio,256,75369,0.100668502
2104,Fayette County, Ohio,44,28659,0.009954751
2105,Fairfield County, Ohio,288,151526,0.089274644
2106,Fulton County, Ohio,44,42296,0.000476335
2107,Gallia County, Ohio,0,30203,0
2108,Geauga County, Ohio,0,93895,0
2109,Knox County, Ohio,53,60945,0.029088913
2110,Greene County, Ohio,152,164825,0.067316209
2111,Guernsey County, Ohio,0,39414,0
2112,Hamilton County, Ohio,2387,808703,0.20623812
2113,Hancock County, Ohio,112,75508,0.047098402
2114,Hardin County, Ohio,0,31576,0
2115,Harrison County, Ohio,0,15397,0
2116,Henry County, Ohio,0,27463,0
2117,Highland County, Ohio,84,43031,0.059871703
2118,Hocking County, Ohio,12,28547,0.017804154
2119,Holmes County, Ohio,0,43808,0
2120,Huron County, Ohio,44,58497,0.010760577
2121,Jackson County, Ohio,0,32624,0
2122,Washington County, Ohio,8,60871,0.000136759
2123,Wayne County, Ohio,0,115915,0
2124,Williams County, Ohio,0,37061,0
2125,Wood County, Ohio,16,129504,0.000572943
2126,Wyandot County, Ohio,0,22190,0
2127,Haskell County, Oklahoma,0,12746,0
2128,Hughes County, Oklahoma,0,13519,0
2129,Jackson County, Oklahoma,0,25574,0
2130,Jefferson County, Oklahoma,0,6270,0
2131,Johnston County, Oklahoma,0,11039,0
2132,Kay County, Oklahoma,470,45173,0.024800802
2133,Kingfisher County, Oklahoma,0,15510,0
2134,McClain County, Oklahoma,0,37919,0
2135,Logan County, Oklahoma,0,45326,0
2136,Love County, Oklahoma,0,9843,0
2137,Latimer County, Oklahoma,0,10621,0
2138,Le Flore County, Oklahoma,0,49860,0
2139,Lincoln County, Oklahoma,0,34759,0
2140,McCurtain County, Oklahoma,0,33026,0
2141,McIntosh County, Oklahoma,35,19874,0.001577287
2142,Major County, Oklahoma,0,7730,0
2143,Marshall County, Oklahoma,0,16226,0
2144,Mayes County, Oklahoma,34,40929,0.000451114
2145,Murray County, Oklahoma,0,13797,0
2146,Muskogee County, Oklahoma,133,69471,0.002182296
2147,Noble County, Oklahoma,0,11421,0
2148,Pittsburg County, Oklahoma,228,44673,0.001876034
2149,Nowata County, Oklahoma,0,10448,0
2150,Okfuskee County, Oklahoma,0,12160,0
2151,Oklahoma County, Oklahoma,3247,774203,0.043002066
2152,Okmulgee County, Oklahoma,46,39121,0.000227536
2153,Osage County, Oklahoma,101,47350,0.000666552
2154,Ottawa County, Oklahoma,31,31725,0.000809167
2155,Payne County, Oklahoma,117,80634,0.00271897
2156,Pawnee County, Oklahoma,0,16448,0
2157,Stephens County, Oklahoma,14,44293,0.000207872
2158,Pontotoc County, Oklahoma,0,38289,0
2159,Pottawatomie County, Oklahoma,0,71614,0
2160,Pushmataha County, Oklahoma,0,11132,0
2161,Roger Mills County, Oklahoma,0,3734,0
2162,Rogers County, Oklahoma,0,90098,0
2163,Seminole County, Oklahoma,0,25246,0
2164,Sequoyah County, Oklahoma,0,41364,0
2165,Washita County, Oklahoma,0,11550,0
2166,Texas County, Oklahoma,83,21409,0.001897924
2167,Tillman County, Oklahoma,0,7591,0
2168,Tulsa County, Oklahoma,826,637123,0.00961214
2169,Wagoner County, Oklahoma,0,76830,0
2170,Washington County, Oklahoma,112,51867,0.002290295
2171,Woods County, Oklahoma,0,9132,0
2172,Woodward County, Oklahoma,55,21140,0.00090355
2173,Blaine County, Oklahoma,0,9680,0
2174,Adair County, Oklahoma,0,22136,0
2175,Alfalfa County, Oklahoma,0,5877,0
2176,Beaver County, Oklahoma,0,5445,0
2177,Atoka County, Oklahoma,0,13899,0
2178,Beckham County, Oklahoma,0,22971,0
2179,Bryan County, Oklahoma,0,45068,0
2180,Caddo County, Oklahoma,0,29437,0
2181,Choctaw County, Oklahoma,0,14979,0
2182,Cimarron County, Oklahoma,0,2221,0
2183,Coal County, Oklahoma,0,5666,0
2184,Comanche County, Oklahoma,174,123066,0.004210221
2185,Cherokee County, Oklahoma,42,48404,0.000756089
2186,Ellis County, Oklahoma,0,4102,0
2187,Canadian County, Oklahoma,28,132922,0.000268825
2188,Carter County, Oklahoma,113,48407,0.003087263
2189,Cleveland County, Oklahoma,320,274024,0.007577372
2190,Cotton County, Oklahoma,0,6000,0
2191,Craig County, Oklahoma,0,14563,0
2192,Creek County, Oklahoma,0,70899,0
2193,Custer County, Oklahoma,80,29169,0.002802396
2194,Delaware County, Oklahoma,0,41878,0
2195,Garfield County, Oklahoma,97,62421,0.002381946
2196,Dewey County, Oklahoma,0,4904,0
2197,Harper County, Oklahoma,0,3843,0
2198,Garvin County, Oklahoma,0,27751,0
2199,Grady County, Oklahoma,50,54351,0.001141344
2200,Grant County, Oklahoma,0,4458,0
2201,Greer County, Oklahoma,0,6018,0
2202,Harmon County, Oklahoma,0,2758,0
2203,Kiowa County, Oklahoma,0,9127,0
2204,Union County, Oregon,0,25810,0
2205,Wallowa County, Oregon,0,6864,0
2206,Wasco County, Oregon,23,25687,0.000177601
2207,Washington County, Oregon,338,572071,0.006341582
2208,Wheeler County, Oregon,0,1415,0
2209,Yamhill County, Oregon,117,102366,0.005285508
2210,Deschutes County, Oregon,437,175321,0.017309673
2211,Baker County, Oregon,0,15980,0
2212,Benton County, Oregon,196,88249,0.088248537
2213,Clackamas County, Oregon,88,399962,0.009090909
2214,Clatsop County, Oregon,194,38021,0.004007685
2215,Columbia County, Oregon,16,50207,0.002823862
2216,Coos County, Oregon,108,62921,0.02422611
2217,Crook County, Oregon,0,21717,0
2218,Curry County, Oregon,104,22377,0.006705351
2219,Douglas County, Oregon,927,107576,0.024446847
2220,Gilliam County, Oregon,0,1910,0
2221,Grant County, Oregon,0,7209,0
2222,Lane County, Oregon,1407,363471,0.101978691
2223,Harney County, Oregon,31,7195,0.002714298
2224,Hood River County, Oregon,0,22938,0
2225,Jackson County, Oregon,531,212070,0.016737589
2226,Klamath County, Oregon,118,66018,0.001309685
2227,Lake County, Oregon,0,7807,0
2228,Jefferson County, Oregon,4,22707,5.21E-05
2229,Josephine County, Oregon,451,84514,0.076739833
2230,Multnomah County, Oregon,4566,788459,0.5
2231,Lincoln County, Oregon,119,47307,0.004042532
2232,Linn County, Oregon,425,121074,0.001550959
2233,Malheur County, Oregon,0,30421,0
2234,Marion County, Oregon,1375,330453,0.113075658
2235,Morrow County, Oregon,0,11153,0
2236,Polk County, Oregon,53,79666,0.001176001
2237,Sherman County, Oregon,0,1635,0
2238,Tillamook County, Oregon,0,25840,0
2239,Umatilla County, Oregon,0,76736,0
2240,Beaver County, Pennsylvania,268,168161,0.005912721
2241,Adams County, Pennsylvania,226,101589,0.01551878
2242,Allegheny County, Pennsylvania,2226,1229605,0.003493831
2243,Armstrong County, Pennsylvania,254,66737,0.004897141
2244,Bedford County, Pennsylvania,0,48891,0
2245,Blair County, Pennsylvania,150,124736,0.054387237
2246,Berks County, Pennsylvania,1109,415500,0.087007689
2247,Fulton County, Pennsylvania,0,14631,0
2248,Bradford County, Pennsylvania,0,61546,0
2249,Bucks County, Pennsylvania,462,626486,0.009757128
2250,Carbon County, Pennsylvania,0,63987,0
2251,Centre County, Pennsylvania,40,160646,0.006379585
2252,Chester County, Pennsylvania,591,514652,0.05309019
2253,Cambria County, Pennsylvania,42,135871,0.00067285
2254,Cameron County, Pennsylvania,0,4754,0
2255,Clinton County, Pennsylvania,0,39321,0
2256,Crawford County, Pennsylvania,124,86847,0.002775726
2257,Cumberland County, Pennsylvania,338,245801,0.008827601
2258,Dauphin County, Pennsylvania,980,273329,0.262453133
2259,Delaware County, Pennsylvania,1161,563384,0.054919584
2260,Elk County, Pennsylvania,4,30781,8.26E-05
2261,Erie County, Pennsylvania,762,277794,0.018195711
2262,Fayette County, Pennsylvania,108,133160,0.02632862
2263,Forest County, Pennsylvania,0,7388,0
2264,Franklin County, Pennsylvania,240,153003,0.002976412
2265,Butler County, Pennsylvania,554,185984,0.007735918
2266,Clarion County, Pennsylvania,24,38747,0.00033851
2267,Clearfield County, Pennsylvania,53,80539,0.006981952
2268,Columbia County, Pennsylvania,47,66615,0.004069264
2269,Lackawanna County, Pennsylvania,376,211960,0.062666667
2270,Greene County, Pennsylvania,0,37338,0
2271,Huntingdon County, Pennsylvania,39,45686,0.00078219
2272,Indiana County, Pennsylvania,48,86551,0.0014534
2273,Jefferson County, Pennsylvania,106,44258,0.013712807
2274,Juniata County, Pennsylvania,20,24448,0.000488651
2275,Montgomery County, Pennsylvania,547,818677,0.000706533
2276,Lancaster County, Pennsylvania,1375,536494,0.047139086
2277,Lawrence County, Pennsylvania,216,88231,0.039669421
2278,Lebanon County, Pennsylvania,34,137616,0.003454231
2279,Lehigh County, Pennsylvania,361,360774,0.015715467
2280,Luzerne County, Pennsylvania,686,318222,0.050743398
2281,Lycoming County, Pennsylvania,206,115398,0.013752587
2282,Mifflin County, Pennsylvania,92,46452,0.003597404
2283,Monroe County, Pennsylvania,205,167306,0.001665773
2284,McKean County, Pennsylvania,72,42070,0.002071406
2285,Mercer County, Pennsylvania,109,113623,0.006626946
2286,Montour County, Pennsylvania,36,18302,0.000108941
2287,Northampton County, Pennsylvania,796,300941,0.003753478
2288,Northumberland County, Pennsylvania,75,93038,0.000697182
2289,Perry County, Pennsylvania,0,45878,0
2290,Philadelphia County, Pennsylvania,12004,1569657,0.528647554
2291,Pike County, Pennsylvania,0,55687,0
2292,Westmoreland County, Pennsylvania,91,356835,0.000227522
2293,Potter County, Pennsylvania,0,17070,0
2294,Schuylkill County, Pennsylvania,0,144287,0
2295,Snyder County, Pennsylvania,0,40570,0
2296,Somerset County, Pennsylvania,40,75619,0.000390755
2297,Sullivan County, Pennsylvania,0,6192,0
2298,Susquehanna County, Pennsylvania,0,41716,0
2299,Tioga County, Pennsylvania,240,41550,0.003635372
2300,Union County, Pennsylvania,0,45056,0
2301,Venango County, Pennsylvania,40,52880,0.000845541
2302,Warren County, Pennsylvania,20,40345,0.000226631
2303,Washington County, Pennsylvania,417,207661,0.008305615
2304,Wyoming County, Pennsylvania,0,27760,0
2305,Wayne County, Pennsylvania,0,51656,0
2306,York County, Pennsylvania,559,442216,0.021761981
2307,Bristol County, Rhode Island,8,49028,0.001111883
2308,Kent County, Rhode Island,220,164012,0.000605275
2309,Newport County, Rhode Island,152,83204,0.004996548
2310,Providence County, Rhode Island,2019,633704,0.294143357
2311,Washington County, Rhode Island,69,126190,0.000120614
2312,Bamberg County, South Carolina,0,14842,0
2313,Abbeville County, South Carolina,0,24788,0
2314,Allendale County, South Carolina,72,9402,0.00189369
2315,Anderson County, South Carolina,119,194174,0.00189126
2316,Cherokee County, South Carolina,162,56549,0.007239576
2317,Barnwell County, South Carolina,0,21788,0
2318,Beaufort County, South Carolina,136,179316,0.005929026
2319,Berkeley County, South Carolina,0,204632,0
2320,Calhoun County, South Carolina,0,14808,0
2321,Charleston County, South Carolina,601,387847,0.023285548
2322,Aiken County, South Carolina,73,165707,0.000877362
2323,Edgefield County, South Carolina,0,26620,0
2324,Chester County, South Carolina,0,32424,0
2325,Chesterfield County, South Carolina,0,46127,0
2326,Clarendon County, South Carolina,16,34156,0.000126793
2327,Dillon County, South Carolina,58,31073,0.000102949
2328,Dorchester County, South Carolina,65,151716,0.000424828
2329,Colleton County, South Carolina,28,37581,0.000621449
2330,Darlington County, South Carolina,0,67572,0
2331,Hampton County, South Carolina,0,20066,0
2332,Fairfield County, South Carolina,87,22868,0.000318298
2333,Florence County, South Carolina,238,138537,0.032214402
2334,Georgetown County, South Carolina,0,61065,0
2335,Greenville County, South Carolina,1247,490332,0.007453409
2336,Greenwood County, South Carolina,15,69981,9.56E-06
2337,McCormick County, South Carolina,20,9694,4.52E-05
2338,Horry County, South Carolina,285,310186,0.000798688
2339,Jasper County, South Carolina,0,27465,0
2340,Kershaw County, South Carolina,25,63734,0.0004062
2341,Lancaster County, South Carolina,15,86544,0.000110399
2342,Laurens County, South Carolina,99,66508,0.000192363
2343,Lee County, South Carolina,0,17897,0
2344,Lexington County, South Carolina,108,281870,0.002363963
2345,Oconee County, South Carolina,109,75926,0.001259373
2346,Orangeburg County, South Carolina,84,89116,0.000952046
2347,Pickens County, South Carolina,0,121449,0
2348,Williamsburg County, South Carolina,9,32256,4.33E-05
2349,Marion County, South Carolina,0,31765,0
2350,Marlboro County, South Carolina,0,27505,0
2351,Newberry County, South Carolina,0,37914,0
2352,Richland County, South Carolina,1261,404869,0.03108208
2353,Saluda County, South Carolina,0,20228,0
2354,Spartanburg County, South Carolina,502,297732,0.00578028
2355,Sumter County, South Carolina,69,107379,0.000248385
2356,Union County, South Carolina,0,27772,0
2357,York County, South Carolina,110,251664,0.004499346
2358,Bennett County, South Dakota,0,3440,0
2359,Aurora County, South Dakota,0,2739,0
2360,Brookings County, South Dakota,0,33697,0
2361,Brule County, South Dakota,0,5280,0
2362,Brown County, South Dakota,0,38637,0
2363,Beadle County, South Dakota,0,18163,0
2364,Bon Homme County, South Dakota,0,6972,0
2365,Clay County, South Dakota,0,13907,0
2366,Buffalo County, South Dakota,0,2048,0
2367,Butte County, South Dakota,0,10194,0
2368,Campbell County, South Dakota,0,1443,0
2369,Clark County, South Dakota,0,3642,0
2370,Charles Mix County, South Dakota,0,9319,0
2371,Douglas County, South Dakota,0,2940,0
2372,Codington County, South Dakota,0,27963,0
2373,Corson County, South Dakota,3,4177,7.13E-05
2374,Custer County, South Dakota,0,8519,0
2375,Davison County, South Dakota,0,19753,0
2376,Day County, South Dakota,0,5524,0
2377,Deuel County, South Dakota,0,4282,0
2378,Dewey County, South Dakota,0,5709,0
2379,Hughes County, South Dakota,0,17572,0
2380,Edmunds County, South Dakota,0,3971,0
2381,Fall River County, South Dakota,0,6783,0
2382,Faulk County, South Dakota,0,2327,0
2383,Grant County, South Dakota,0,7133,0
2384,Gregory County, South Dakota,0,4209,0
2385,Haakon County, South Dakota,0,2084,0
2386,Hanson County, South Dakota,0,3404,0
2387,Harding County, South Dakota,0,1281,0
2388,Hamlin County, South Dakota,0,5911,0
2389,Hand County, South Dakota,0,3303,0
2390,Kingsbury County, South Dakota,0,5000,0
2391,Hutchinson County, South Dakota,0,7277,0
2392,Hyde County, South Dakota,0,1373,0
2393,Jackson County, South Dakota,0,3275,0
2394,Jerauld County, South Dakota,0,2034,0
2395,Jones County, South Dakota,0,740,0
2396,McPherson County, South Dakota,0,2366,0
2397,Lake County, South Dakota,0,12350,0
2398,Lawrence County, South Dakota,0,25018,0
2399,Lincoln County, South Dakota,0,53147,0
2400,Lyman County, South Dakota,0,3882,0
2401,McCook County, South Dakota,0,5515,0
2402,Marshall County, South Dakota,0,4759,0
2403,Meade County, South Dakota,0,27066,0
2404,Perkins County, South Dakota,0,2964,0
2405,Miner County, South Dakota,0,2255,0
2406,Mellette County, South Dakota,0,2062,0
2407,Minnehaha County, South Dakota,417,183660,0.001075166
2408,Moody County, South Dakota,0,6496,0
2409,Pennington County, South Dakota,736,108126,0.012052731
2410,Stanley County, South Dakota,0,2994,0
2411,Potter County, South Dakota,0,2318,0
2412,Roberts County, South Dakota,0,10250,0
2413,Sanborn County, South Dakota,0,2366,0
2414,Spink County, South Dakota,0,6478,0
2415,Ziebach County, South Dakota,0,2837,0
2416,Sully County, South Dakota,0,1390,0
2417,Todd County, South Dakota,0,10016,0
2418,Tripp County, South Dakota,0,5480,0
2419,Turner County, South Dakota,0,8242,0
2420,Union County, South Dakota,0,14929,0
2421,Walworth County, South Dakota,0,5502,0
2422,Yankton County, South Dakota,28,22660,0.001129579
2423,Washington County, Tennessee,399,126437,0.026883169
2424,Williamson County, Tennessee,53,212161,0.000295568
2425,Wayne County, Tennessee,0,16713,0
2426,Weakley County, Tennessee,0,33776,0
2427,Wilson County, Tennessee,0,128874,0
2428,Grainger County, Tennessee,0,22942,0
2429,Hamilton County, Tennessee,991,354589,0.043335666
2430,Hawkins County, Tennessee,0,56402,0
