County,State,Population,Poverty Rate
Hamilton County, Texas,8220,15.486618
Hardeman County, Texas,3990,13.73433584
Mitchell County, Texas,8774,5.653065876
Titus County, Texas,32664,18.959711
Briscoe County, Texas,1591,13.82778127
Lavaca County, Texas,19859,10.22206556
Liberty County, Texas,79884,14.74763407
Terry County, Texas,12755,12.46569973
Wise County, Texas,63247,12.7152276
Erath County, Texas,41016,21.47210845
Brazoria County, Texas,345995,9.550138008
Motley County, Texas,1114,12.20825853
Donley County, Texas,3433,13.63239149
Atascosa County, Texas,48139,14.46020898
Coleman County, Texas,8422,20.19710283
Nolan County, Texas,14990,16.31087392
Hudspeth County, Texas,3702,29.95678012
Medina County, Texas,48548,12.04992997
Ward County, Texas,11498,11.41937728
Henderson County, Texas,79687,17.59760061
Harrison County, Texas,66606,17.42335525
Menard County, Texas,2123,9.467734338
Lamar County, Texas,49401,17.49762151
Fayette County, Texas,24963,8.89316188
Williamson County, Texas,508313,6.898702178
Kimble County, Texas,4432,21.7734657
Martin County, Texas,5547,6.886605372
Doña Ana County, New Mexico,213849,27.17524983
Oglala Lakota County, South Dakota,14291,51.36799384
Polk County, Texas,46974,17.2861583
Refugio County, Texas,7293,16.19361031
Van Zandt County, Texas,53607,13.97019046
Caldwell County, Texas,40544,16.8187648
Wilbarger County, Texas,12972,16.11933395
Reagan County, Texas,3735,17.85809906
Yoakum County, Texas,8481,12.29807806
Hale County, Texas,34527,18.4145741
Shelby County, Texas,25689,22.78017829
Red River County, Texas,12353,16.1499231
Runnels County, Texas,10266,15.81920904
San Jacinto County, Texas,27436,17.05423531
Sutton County, Texas,3894,6.445814073
Tom Green County, Texas,116906,12.26540982
Upshur County, Texas,40506,13.61032933
Victoria County, Texas,91518,14.56325532
Waller County, Texas,48443,16.21080445
Wharton County, Texas,41430,17.19044171
Wichita County, Texas,131778,16.7152332
Wilson County, Texas,47205,9.967164495
Borden County, Texas,602,2.823920266
Hockley County, Texas,23273,14.41154986
Marion County, Texas,10140,21.94280079
Maverick County, Texas,57471,24.31313184
Midland County, Texas,159883,8.577522313
Grayson County, Texas,126146,13.95605093
Live Oak County, Texas,12043,14.14099477
Llano County, Texas,20195,12.3545432
Palo Pinto County, Texas,28109,17.95866093
Fannin County, Texas,33787,13.55550952
Karnes County, Texas,15051,15.79297057
DeWitt County, Texas,20474,14.53062421
Brazos County, Texas,214231,24.13469573
Callahan County, Texas,13660,15.43923865
Cass County, Texas,30118,18.16521681
Gaines County, Texas,19889,10.96083262
Gregg County, Texas,123402,17.04024246
Gray County, Texas,22962,13.80106263
Madison County, Texas,13979,10.84483869
Lubbock County, Texas,298042,17.98873984
Jack County, Texas,8839,15.78232832
Kaufman County, Texas,114852,12.25316059
Kendall County, Texas,40306,5.594700541
Bosque County, Texas,17955,15.24366472
Floyd County, Texas,5953,18.07492021
Bexar County, Texas,1892004,16.10947968
Bailey County, Texas,7098,21.54127923
Chambers County, Texas,39283,12.80706667
Baylor County, Texas,3602,12.71515825
Bell County, Texas,336506,13.86929208
Cameron County, Texas,420201,30.91663275
Denton County, Texas,781321,8.255633728
Orange County, Texas,83909,14.01399135
Hutchinson County, Texas,21704,16.31496498
Washington County, Texas,34667,12.39795771
Morris County, Texas,12530,15.52274541
Stephens County, Texas,9365,19.96796583
Winkler County, Texas,7777,17.71891475
Harris County, Texas,4525519,16.61654718
Andrews County, Texas,17577,11.84502475
Burnet County, Texas,45017,12.15762934
Gillespie County, Texas,25939,12.24025599
Gonzales County, Texas,20558,16.87420955
Dallas County, Texas,2552213,17.4989705
Lynn County, Texas,5785,17.83923941
McMullen County, Texas,600,7
Young County, Texas,18166,16.17857536
Zapata County, Texas,14415,33.80506417
Johnson County, Texas,160173,10.73901344
Hood County, Texas,55418,12.12963297
Hopkins County, Texas,35929,17.5679813
McLennan County, Texas,245720,18.59474198
Ochiltree County, Texas,10484,12.88630294
King County, Texas,289,3.460207612
Knox County, Texas,3753,14.09539035
Cherokee County, Texas,51594,17.61832771
Concho County, Texas,3858,5.728356661
Delta County, Texas,5172,22.58313998
Edwards County, Texas,2111,6.963524396
Eastland County, Texas,18278,16.53900864
Jones County, Texas,19969,10.12068706
Jeff Davis County, Texas,2236,6.484794275
Jim Hogg County, Texas,5262,25.71265678
Jim Wells County, Texas,41318,22.70681059
Montgomery County, Texas,535187,10.26033891
Dallam County, Texas,7207,15.80407937
Dimmit County, Texas,10822,29.91129181
Webb County, Texas,269624,31.04397235
Fort Bend County, Texas,711421,8.006370349
Armstrong County, Texas,1929,7.257646449
Castro County, Texas,7891,15.61272336
Irion County, Texas,1592,13.50502513
Kleberg County, Texas,31540,22.20355105
Willacy County, Texas,21839,32.77164705
Cooke County, Texas,39064,13.60075773
Crosby County, Texas,5895,20.50890585
Dawson County, Texas,13095,15.86865216
Fisher County, Texas,3875,17.18709677
Duval County, Texas,11434,23.88490467
Burleson County, Texas,17596,14.88974767
Blanco County, Texas,11089,10.64117594
Jasper County, Texas,35444,16.2848437
Jefferson County, Texas,254574,18.15660672
Kinney County, Texas,3631,9.749380336
Oldham County, Texas,2083,8.161305809
Deaf Smith County, Texas,18947,17.8022906
Galveston County, Texas,321184,13.61244645
El Paso County, Texas,834825,21.31943821
La Salle County, Texas,7418,7.212186573
Roberts County, Texas,889,3.262092238
Terrell County, Texas,721,17.05963939
Tyler County, Texas,21456,13.73508576
Uvalde County, Texas,27015,17.52729965
Wheeler County, Texas,5599,18.86051081
Bowie County, Texas,93635,16.82063331
Archer County, Texas,8793,8.745593085
Brewster County, Texas,9220,10.63991323
Kent County, Texas,680,16.61764706
Hidalgo County, Texas,839539,31.43284588
Smith County, Texas,222277,15.94317001
Somervell County, Texas,8650,20.86705202
Crockett County, Texas,3836,20.51616267
Millard County, Utah,12651,11.4931626
Tooele County, Utah,63357,6.815347949
Washington County, Utah,155577,14.06248996
Kane County, Utah,7246,10.97157052
Summit County, Utah,39731,7.465203493
Grand County, Utah,9544,12.46856664
Piute County, Utah,1860,12.6344086
Rich County, Utah,2307,17.94538362
Wasatch County, Utah,29306,7.728792739
Beaver County, Utah,6414,10.39912691
Box Elder County, Utah,52182,10.08010425
Iron County, Utah,48504,20.61891803
Sanpete County, Utah,28892,15.10798837
Sevier County, Utah,20961,13.02895854
Utah County, Utah,576496,11.51681885
Weber County, Utah,244101,11.99380584
Duchesne County, Utah,20259,12.4241078
San Juan County, Utah,15193,27.57190812
Salt Lake County, Utah,1106700,10.31309298
Uintah County, Utah,36343,11.45475057
Daggett County, Utah,702,3.276353276
Davis County, Utah,334977,6.195947781
Wayne County, Utah,2700,9.111111111
Carbon County, Utah,20512,15.79563183
Emery County, Utah,10410,12.86263208
Morgan County, Utah,11014,2.424187398
Cache County, Utah,120288,14.7919992
Garfield County, Utah,5020,12.60956175
Juab County, Utah,10694,12.5864971
Rutland County, Vermont,59676,10.96085529
Orleans County, Vermont,26951,13.66183073
Grand Isle County, Vermont,6950,7.45323741
Orange County, Vermont,28901,11.24182554
Chittenden County, Vermont,160985,10.59539709
Lamoille County, Vermont,25191,13.651701
Windsor County, Vermont,55485,10.04776066
Franklin County, Vermont,48816,7.946165192
Caledonia County, Vermont,30576,11.86878598
Windham County, Vermont,43332,13.56041724
Bennington County, Vermont,36054,12.32318189
Addison County, Vermont,36825,7.163611677
Essex County, Vermont,6203,15.4763824
Washington County, Vermont,58691,11.34415839
Charles City County, Virginia,7022,13.1444033
Culpeper County, Virginia,49795,8.64544633
Dinwiddie County, Virginia,28033,14.49006528
Greene County, Virginia,19213,9.300994119
Hanover County, Virginia,103218,5.650177295
Lunenburg County, Virginia,12369,17.1234538
Orange County, Virginia,35265,8.660144619
Emporia city, Virginia,5495,29.68152866
Wythe County, Virginia,29048,15.05439273
Chesapeake city, Virginia,235410,9.329255342
Colonial Heights city, Virginia,17582,13.14981231
Harrisonburg city, Virginia,53064,24.93404191
Albemarle County, Virginia,105105,9.115646259
Bland County, Virginia,6524,7.326793378
Bedford County, Virginia,77319,8.833533802
Botetourt County, Virginia,33149,7.59298923
Buckingham County, Virginia,17048,14.61755045
Wise County, Virginia,39539,18.38437998
Bristol city, Virginia,17077,20.87603209
Covington city, Virginia,5675,19.52422907
Portsmouth city, Virginia,95536,17.06372467
Williamsburg city, Virginia,14817,15.3742323
Virginia Beach city, Virginia,450057,7.838118283
Alleghany County, Virginia,15489,18.83271999
Carroll County, Virginia,29767,14.43208923
Galax city, Virginia,6788,20.34472599
Washington County, Virginia,54457,14.08634335
Westmoreland County, Virginia,17596,9.473744033
Northumberland County, Virginia,12254,13.49763343
Page County, Virginia,23694,16.8312653
Pulaski County, Virginia,34330,13.46635596
Warren County, Virginia,38991,9.615039368
Alexandria city, Virginia,154710,10.38588327
Danville city, Virginia,41911,20.58886688
Fredericksburg city, Virginia,28135,14.81784254
Hampton city, Virginia,136255,14.40901251
Amherst County, Virginia,31819,13.11166284
Arlington County, Virginia,229534,8.060679464
Bath County, Virginia,4458,9.084791386
Hopewell city, Virginia,22353,20.89205028
Buchanan County, Virginia,22611,25.32395737
Newport News city, Virginia,180775,15.5961831
Frederick County, Virginia,83784,5.479566504
Stafford County, Virginia,141159,4.61677966
Lynchburg city, Virginia,79237,19.32304353
York County, Virginia,67196,5.128281445
Richmond city, Virginia,220892,23.96736867
Martinsville city, Virginia,13256,23.03108027
Nelson County, Virginia,14863,14.76821638
Essex County, Virginia,11083,12.22593161
Pittsylvania County, Virginia,61970,14.44085848
Norton city, Virginia,4043,25.37719515
Staunton city, Virginia,24273,12.56540189
Fluvanna County, Virginia,26109,5.810257
Amelia County, Virginia,12802,12.84955476
Radford city, Virginia,17380,30.93785961
Winchester city, Virginia,27516,12.05480448
Accomack County, Virginia,32840,19.53714982
Craig County, Virginia,5131,9.315922822
Floyd County, Virginia,15594,11.97896627
Giles County, Virginia,16867,11.10452363
Grayson County, Virginia,15708,19.37866056
Nottoway County, Virginia,15537,19.55976057
Rappahannock County, Virginia,7359,8.873488246
Tazewell County, Virginia,42689,15.06242826
Buena Vista city, Virginia,6495,19.2147806
Falls Church city, Virginia,13843,2.925666402
Manassas Park city, Virginia,16117,10.19420488
Petersburg city, Virginia,32037,26.98754565
Poquoson city, Virginia,12022,4.832806521
Sussex County, Virginia,11595,10.7287624
Fairfax city, Virginia,23580,7.62086514
Waynesboro city, Virginia,21620,17.07215541
Manassas city, Virginia,41379,8.779815849
Roanoke city, Virginia,99572,21.13646407
Salem city, Virginia,25521,8.04827397
Suffolk city, Virginia,88057,11.08032297
Norfolk city, Virginia,245752,18.82019271
Charlotte County, Virginia,12176,22.24868594
Chesterfield County, Virginia,335594,7.064190659
Fairfax County, Virginia,1142004,6.088244875
Greensville County, Virginia,11606,12.46768913
Isle of Wight County, Virginia,36090,10.2299806
James City County, Virginia,73028,7.390316043
Russell County, Virginia,27725,17.41749324
Franklin city, Virginia,8334,16.33069354
Smyth County, Virginia,31298,16.98511087
Charlottesville city, Virginia,46487,23.1441048
Lexington city, Virginia,7113,10.74089695
Campbell County, Virginia,55158,11.54139019
Henrico County, Virginia,324073,10.34026284
Henry County, Virginia,51956,18.94487643
King George County, Virginia,25564,5.668127054
Louisa County, Virginia,34813,11.65369259
King William County, Virginia,16329,10.87023088
Lancaster County, Virginia,10848,10.85914454
Lee County, Virginia,24428,24.53741608
Mathews County, Virginia,8830,10.55492639
Middlesex County, Virginia,10710,9.887955182
Prince Edward County, Virginia,22903,17.17242283
Prince George County, Virginia,37704,10.96435391
Richmond County, Virginia,8873,14.04260115
Rockingham County, Virginia,78653,9.972919024
Scott County, Virginia,22290,17.03454464
Spotsylvania County, Virginia,130159,7.910325064
Surry County, Virginia,6670,13.62818591
Appomattox County, Virginia,15462,14.29310568
Clarke County, Virginia,14331,10.25748378
Franklin County, Virginia,56277,14.40375287
King and Queen County, Virginia,7052,15.5984118
Mecklenburg County, Virginia,30959,16.28928583
Montgomery County, Virginia,97692,21.55550096
New Kent County, Virginia,20523,4.955415875
Augusta County, Virginia,74390,8.415109558
Cumberland County, Virginia,9797,21.50658365
Dickenson County, Virginia,15181,22.3173704
Goochland County, Virginia,22148,5.056890013
Halifax County, Virginia,35030,18.33571225
Loudoun County, Virginia,374558,3.664852973
Madison County, Virginia,13108,9.642966128
Prince William County, Virginia,450763,6.86347371
Roanoke County, Virginia,93419,7.782142819
Southampton County, Virginia,18089,10.76897562
Highland County, Virginia,2213,10.43831902
Brunswick County, Virginia,16435,18.13811987
Caroline County, Virginia,29889,11.04085115
Gloucester County, Virginia,37035,8.621574187
Northampton County, Virginia,11998,19.72828805
Patrick County, Virginia,17958,19.82960241
Powhatan County, Virginia,28364,5.01692286
Rockbridge County, Virginia,22440,15.44117647
Shenandoah County, Virginia,42854,10.17174593
Fauquier County, Virginia,68406,6.125193696
Harrison County, West Virginia,68438,14.74911599
Ohio County, West Virginia,42906,12.93292313
Ritchie County, West Virginia,10005,18.29085457
Calhoun County, West Virginia,7450,16.8590604
Morgan County, West Virginia,17510,10.96516276
Lincoln County, West Virginia,21241,24.81050798
Raleigh County, West Virginia,77097,16.85668703
Braxton County, West Virginia,14345,21.50575113
Putnam County, West Virginia,56644,9.196031354
Barbour County, West Virginia,16790,21.57832043
Boone County, West Virginia,23236,24.18230332
McDowell County, West Virginia,19707,32.0038565
Wayne County, West Virginia,41063,20.66093564
Wyoming County, West Virginia,22130,21.98825124
Jackson County, West Virginia,29123,14.58297565
Mercer County, West Virginia,60963,21.00454374
Upshur County, West Virginia,24604,19.90326776
Webster County, West Virginia,8637,26.51383582
Berkeley County, West Virginia,111610,12.85995879
Fayette County, West Virginia,44602,19.19196449
Grant County, West Virginia,11673,12.54176304
Hampshire County, West Virginia,23412,16.45737229
Summers County, West Virginia,13210,17.53974262
Brooke County, West Virginia,23067,12.38565917
Doddridge County, West Virginia,8570,13.71061844
Greenbrier County, West Virginia,35523,17.44503561
Hardy County, West Virginia,13812,14.65392412
Marion County, West Virginia,56575,15.66946531
Mineral County, West Virginia,27421,14.33208125
Mingo County, West Virginia,25150,28.70775348
Hancock County, West Virginia,29921,13.29166806
Lewis County, West Virginia,16371,19.52232606
Marshall County, West Virginia,32006,14.9034556
Nicholas County, West Virginia,25496,18.40288673
Pocahontas County, West Virginia,8574,16.93491952
Tucker County, West Virginia,7035,14.82587065
Tyler County, West Virginia,8949,16.18057884
Randolph County, West Virginia,29152,16.84618551
Roane County, West Virginia,14348,18.85280178
Taylor County, West Virginia,16977,15.23237321
Wirt County, West Virginia,5800,20.82758621
Wood County, West Virginia,86016,16.72595796
Clay County, West Virginia,8901,24.91854848
Gilmer County, West Virginia,8305,19.9397953
Mason County, West Virginia,27000,18.78148148
Monongalia County, West Virginia,103715,20.01928361
Monroe County, West Virginia,13517,17.03040616
Pleasants County, West Virginia,7527,15.30490235
Wetzel County, West Virginia,15793,22.97853479
Cabell County, West Virginia,96100,22.24349636
Jefferson County, West Virginia,55673,9.633035762
Kanawha County, West Virginia,187827,16.18563891
Logan County, West Virginia,34428,22.0547229
Pendleton County, West Virginia,7138,18.38049874
Preston County, West Virginia,33760,13.96919431
Okanogan County, Washington,41377,21.43461343
Kittitas County, Washington,43726,18.46269954
Thurston County, Washington,269885,11.3992997
Benton County, Washington,190529,13.3024369
Columbia County, Washington,3999,14.27856964
Clark County, Washington,457474,10.17369293
Asotin County, Washington,22259,13.28002156
Adams County, Washington,19261,22.80774622
Garfield County, Washington,2226,11.54537287
Mason County, Washington,61569,15.86675112
Skagit County, Washington,121725,14.1047443
Stevens County, Washington,43858,15.46354143
Spokane County, Washington,490764,14.74659918
Lincoln County, Washington,10344,13.48607889
Chelan County, Washington,75138,12.66469696
Jefferson County, Washington,30524,12.44594418
Kitsap County, Washington,258903,9.598189283
King County, Washington,2118119,10.03291128
Pacific County, Washington,20940,18.37153773
Pend Oreille County, Washington,13066,16.41665391
San Juan County, Washington,16221,10.51723075
Skamania County, Washington,11498,13.1153244
Whitman County, Washington,47794,23.51759635
Yakima County, Washington,248279,18.69993032
Clallam County, Washington,73439,16.82076281
Cowlitz County, Washington,103590,16.60102326
Ferry County, Washington,7568,20.9038055
Klickitat County, Washington,21172,14.82146231
Lewis County, Washington,76012,15.76987844
Douglas County, Washington,40585,13.63311568
Grays Harbor County, Washington,71454,15.33294147
Island County, Washington,80323,9.230232935
Pierce County, Washington,845193,11.98874103
Wahkiakum County, Washington,4105,13.59317905
Franklin County, Washington,89124,15.50424128
Walla Walla County, Washington,59862,13.13186997
Grant County, Washington,93420,15.7054164
Whatcom County, Washington,212738,14.86805366
Snohomish County, Washington,771904,8.69512271
Campbell County, Wyoming,48116,9.248482833
Lincoln County, Wyoming,18791,9.19589165
Johnson County, Wyoming,8562,9.787432843
Natrona County, Wyoming,81023,9.687372721
Laramie County, Wyoming,97031,10.12872175
Converse County, Wyoming,14166,7.906254412
Niobrara County, Wyoming,2479,12.94876967
Teton County, Wyoming,22923,6.809754395
Sweetwater County, Wyoming,44527,11.84449884
Platte County, Wyoming,8703,10.36424222
Sheridan County, Wyoming,29964,6.627953544
Big Horn County, Wyoming,11920,12.73489933
Crook County, Wyoming,7347,5.036069144
Park County, Wyoming,29276,6.831534363
Albany County, Wyoming,37944,21.62397217
Carbon County, Wyoming,15689,12.65217668
Goshen County, Wyoming,13479,12.61963054
Uinta County, Wyoming,20758,14.68349552
Washakie County, Wyoming,8253,12.58936144
Hot Springs County, Wyoming,4741,12.21261337
Fremont County, Wyoming,40354,13.3320117
Sublette County, Wyoming,10037,7.402610342
Weston County, Wyoming,7117,13.6714908
Rock County, Wisconsin,161226,13.98657785
Taylor County, Wisconsin,20344,10.76484467
Waushara County, Wisconsin,24170,10.5006206
Adams County, Wisconsin,20111,12.21719457
Bayfield County, Wisconsin,15004,10.85710477
Lafayette County, Wisconsin,16755,10.32527604
Monroe County, Wisconsin,45303,12.37445644
Pierce County, Wisconsin,41226,10.02280114
Wood County, Wisconsin,73427,10.94556498
Ashland County, Wisconsin,15779,14.03764497
Calumet County, Wisconsin,49737,5.864849106
Florence County, Wisconsin,4354,8.314193845
Jefferson County, Wisconsin,84586,9.43063864
Kenosha County, Wisconsin,167886,14.05358398
Iron County, Wisconsin,5748,14.80514962
Clark County, Wisconsin,34513,12.99510329
St. Croix County, Wisconsin,87142,4.708406968
Oconto County, Wisconsin,37465,8.957693848
Lincoln County, Wisconsin,27994,8.966207044
Waupaca County, Wisconsin,51651,10.66000658
Barron County, Wisconsin,45358,11.32765995
Sawyer County, Wisconsin,16384,17.24243164
Green Lake County, Wisconsin,18745,11.27233929
Price County, Wisconsin,13566,11.66150671
Marquette County, Wisconsin,15164,11.55367977
Marinette County, Wisconsin,40712,12.83159756
Milwaukee County, Wisconsin,956586,20.0685563
Racine County, Wisconsin,195101,11.59553257
Winnebago County, Wisconsin,169540,11.64916834
Dunn County, Wisconsin,44260,11.76909173
Forest County, Wisconsin,9035,17.05589375
Green County, Wisconsin,36869,8.766172123
Grant County, Wisconsin,51742,14.15291253
Rusk County, Wisconsin,14211,14.90394765
Shawano County, Wisconsin,41136,11.22617658
Sheboygan County, Wisconsin,115094,7.952630024
Langlade County, Wisconsin,19190,14.48150078
Menominee County, Wisconsin,4506,35.28628495
Outagamie County, Wisconsin,183288,8.457727729
Vernon County, Wisconsin,30378,16.34735664
Buffalo County, Wisconsin,13243,10.6169297
Columbia County, Wisconsin,56790,8.073604508
Kewaunee County, Wisconsin,20378,9.083325155
La Crosse County, Wisconsin,117582,13.81674066
Brown County, Wisconsin,258004,10.97657401
Eau Claire County, Wisconsin,102388,13.86588272
Marathon County, Wisconsin,135293,10.16608398
Oneida County, Wisconsin,35352,8.805725277
Polk County, Wisconsin,43328,9.728120384
Trempealeau County, Wisconsin,29510,8.827516096
Washburn County, Wisconsin,15638,12.78935925
Waukesha County, Wisconsin,396731,4.948945255
Dodge County, Wisconsin,87833,8.303257318
Walworth County, Wisconsin,102917,12.05340226
Vilas County, Wisconsin,21465,15.09433962
Crawford County, Wisconsin,16313,12.4501931
Juneau County, Wisconsin,26427,13.41431112
Manitowoc County, Wisconsin,79680,10.08534137
Sauk County, Wisconsin,63340,11.1493527
Washington County, Wisconsin,133967,5.464032187
Burnett County, Wisconsin,15239,14.38414594
Chippewa County, Wisconsin,63445,10.28449838
Dane County, Wisconsin,522837,12.05021833
Door County, Wisconsin,27443,8.315417411
Douglas County, Wisconsin,43503,13.7530745
Fond du Lac County, Wisconsin,102082,8.215944045
Jackson County, Wisconsin,20531,12.18644976
Iowa County, Wisconsin,23576,8.90736342
Pepin County, Wisconsin,7282,12.88107663
Ozaukee County, Wisconsin,87817,5.792728059
Portage County, Wisconsin,70371,12.44404655
Richland County, Wisconsin,17626,13.32690344
